concept_id,cui,name,semantic_types,atom_url,relations_url
724232004,C4510535,Sensation of being warm,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4510535/atoms,
274676007,C0235050,Tingling of skin,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0235050/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0235050/relations
724233009,C4510537,Sensation of being cold,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4510537/atoms,
50519007,C0230177,Structure of right upper quadrant of abdomen,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230177/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230177/relations
52475004,C0043345,Xeroderma,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0043345/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0043345/relations
169070004,C0412620,CT of abdomen,Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0412620/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0412620/relations
6142004,C0021400,Influenza,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0021400/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0021400/relations
43364001,C0232487,Abdominal discomfort,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0232487/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0232487/relations
267096005,C0239886,Frontal headache,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0239886/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0239886/relations
128188000,C0007789,Cerebral Palsy,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0007789/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0007789/relations
50711007,C0019196,Hepatitis C,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0019196/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0019196/relations
66214007,C0740858,Substance Abuse Problems,Mental or Behavioral Dysfunction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0740858/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0740858/relations
91775009,C0524469,Structure of left shoulder region,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0524469/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0524469/relations
108241001,C0011946,Dialysis procedure,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0011946/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0011946/relations
127021009,C0001624,Adrenal Gland Neoplasms,Neoplastic Process,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0001624/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0001624/relations
12738006,C0006104,Brain,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0006104/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0006104/relations
85659009,C0002940,Aneurysm,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0002940/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0002940/relations
233404000,C0398086,Insertion of arterial stent,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0398086/atoms,
26416006,C0013146,Drug abuse,Mental or Behavioral Dysfunction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0013146/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0013146/relations
299703001,C0149736,Mass of neck,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0149736/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0149736/relations
271860004,C0000734,Abdominal mass,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0000734/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0000734/relations
106150003,C1291734,Cranial nerve finding,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1291734/atoms,
397974008,C0020580,Hypesthesia,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0020580/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0020580/relations
8420001,C0580209,Surgical abrasion,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0580209/atoms,
53505006,C0003461,Anus,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0003461/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0003461/relations
82515000,C0333262,Vesicle (morphologic abnormality),Anatomical Abnormality,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0333262/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0333262/relations
19672005,C0302180,Condyloma,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0302180/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0302180/relations
300583006,C0231240,Fluctuant,Qualitative Concept,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0231240/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0231240/relations
105975006,C0264251,Disorder of sphenoidal sinus,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0264251/atoms,
426177001,C1960153,ECG: sinus bradycardia,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1960153/atoms,
788877005,C0751535,"Syncope, Cardiogenic",Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0751535/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0751535/relations
422773005,C0948268,Hemodynamic instability,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0948268/atoms,
225624000,C0086769,Panic Attacks,Mental or Behavioral Dysfunction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0086769/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0086769/relations
398665005,C0042420,Vasovagal syncope,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0042420/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0042420/relations
445939008,C0042740,Viral syndrome,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0042740/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0042740/relations
267045008,C0426576,Gastrointestinal symptom,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0426576/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0426576/relations
264552009,C0521654,Neurologic Deficits,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0521654/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0521654/relations
85583005,C4551683,Adrenal Gland Pheochromocytoma,Neoplastic Process,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4551683/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4551683/relations
35868009,C0024586,Malignant Carcinoid Syndrome,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0024586/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0024586/relations
238810007,C0016382,Flushing,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0016382/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0016382/relations
223476006,C0557055,Reassuring (procedure),Health Care Activity,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0557055/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0557055/relations
439993001,C2585945,Prevention of deep vein thrombosis,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2585945/atoms,
48429009,C0234244,Tissue Pain,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0234244/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0234244/relations
32709003,C0085281,Addictive Behavior,Mental or Behavioral Dysfunction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0085281/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0085281/relations
301112006,C0577801,Finding of heart rhythm,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0577801/atoms,
274640006,C0085594,Fever with chills,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0085594/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0085594/relations
444548001,C2063754,Ulcerative pancolitis,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2063754/atoms,
34402009,C0034896,Rectum,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0034896/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0034896/relations
79890006,C1971624,Loss of appetite (finding),Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1971624/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1971624/relations
111516008,C0344232,Blurred vision,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0344232/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0344232/relations
313165001,C0730512,Functional visual loss,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0730512/atoms,
409668002,C0085636,Photophobia,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0085636/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0085636/relations
113028003,C0278350,ENT examination,Health Care Activity,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0278350/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0278350/relations
26284000,C0149745,Oral Ulcer,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0149745/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0149745/relations
86276007,C1533849,Bleeding of subgingival space,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1533849/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1533849/relations
268937004,C0436129,Examination of digestive system,Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0436129/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0436129/relations
8765009,C0018926,Hematemesis,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0018926/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0018926/relations
363193004,C1285348,Lymphatic system physical examination,Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1285348/atoms,
48340000,C0021167,Incontinence,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0021167/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0021167/relations
267064002,C0080274,Urinary Retention,Functional Concept,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0080274/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0080274/relations
386692008,C0025323,Menorrhagia,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0025323/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0025323/relations
386045008,C0018494,Hair,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0018494/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0018494/relations
248274002,C0015672,Fatigue,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0015672/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0015672/relations
69215007,C0231274,Intolerant of heat,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0231274/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0231274/relations
80585000,C0009269,Cold intolerance,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0009269/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0009269/relations
399153001,C0042571,Vertigo,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0042571/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0042571/relations
24642003,C0204479,Psychiatry procedure or service,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0204479/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0204479/relations
6471006,C0424000,Feeling suicidal (finding),Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0424000/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0424000/relations
24526004,C0021390,Inflammatory Bowel Diseases,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0021390/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0021390/relations
301305006,C0577997,Finding of general observation of appearance,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0577997/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0577997/relations
105723007,C0005903,Body Temperature,Organism Attribute,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0005903/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0005903/relations
90290004,C3887539,Umbilical region,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3887539/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3887539/relations
11708003,C0230189,Hypogastric region,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230189/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230189/relations
271771009,C0152031,Joint swelling,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0152031/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0152031/relations
289196009,C0566626,Finding of fluency of speech,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0566626/atoms,
816133002,C5230944,Sensation of pain reduced,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5230944/atoms,
162669003,C0581844,Patient's condition satisfactory,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0581844/atoms,
51197009,C0344375,Stomach cramps (finding),Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0344375/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0344375/relations
416098002,C0013182,Drug Allergy,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0013182/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0013182/relations
2733002,C0231780,Heel pain,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0231780/atoms,
233873004,C0007194,Hypertrophic Cardiomyopathy,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0007194/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0007194/relations
263247007,C0281926,Fracture of calcaneus,Injury or Poisoning,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0281926/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0281926/relations
417163006,C3263722,Traumatic AND/OR non-traumatic injury,Injury or Poisoning,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3263722/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3263722/relations
69948000,C0230456,Both ankles,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230456/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230456/relations
8580001,C0230473,Both feet,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230473/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230473/relations
13321001,C0476171,"Fractures, Comminuted",Injury or Poisoning,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0476171/atoms,
272646001,C0446849,Structure of sensory nervous system,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0446849/atoms,
418107008,C0041657,Unconscious State,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0041657/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0041657/relations
89187006,C0458827,Airway structure,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0458827/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0458827/relations
43038000,C0436125,Cardiovascular examination and evaluation,Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0436125/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0436125/relations
421060004,C0037949,Vertebral column,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0037949/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0037949/relations
51299004,C0008913,Bone structure of clavicle,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0008913/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0008913/relations
91774008,C0524468,Structure of right shoulder region,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0524468/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0524468/relations
127949000,C0013769,Elbow,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0013769/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0013769/relations
14975008,C0016536,Forearm,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0016536/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0016536/relations
64262003,C0230360,Structure of right forearm,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230360/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230360/relations
66480008,C0230361,Structure of left forearm,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230361/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230361/relations
78791008,C0230370,Structure of right hand,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230370/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230370/relations
789219001,C3841522,Structure of dorsum of right hand,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3841522/atoms,
1204373005,C5686917,Structure of left half of pelvis,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5686917/atoms,
29836001,C0019552,Hip structure,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0019552/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0019552/relations
287579007,C0524470,Right hip region structure,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0524470/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0524470/relations
287679003,C0524471,Left hip region structure,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0524471/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0524471/relations
48979004,C0230443,Structure of left lower leg,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230443/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230443/relations
76853006,C0018870,Heel,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0018870/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0018870/relations
118242002,C1290912,Finding by palpation,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1290912/atoms,
6081001,C0302142,Deformity,Anatomical Abnormality,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0302142/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0302142/relations
12146004,C0277898,Normal pulse,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0277898/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0277898/relations
248753002,C5441559,Capillary refill,Organ or Tissue Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5441559/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5441559/relations
51636004,C0230448,Structure of left ankle,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230448/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230448/relations
45631007,C0162857,Structure of radial artery,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0162857/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0162857/relations
368504007,C0226439,Structure of left radial artery,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226439/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226439/relations
312541001,C0729894,Ulnar vessel,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0729894/atoms,
368505008,C0226428,Structure of right ulnar artery,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226428/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226428/relations
368506009,C0226429,Structure of left ulnar artery,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226429/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226429/relations
792816004,C0834665,Structure of right dorsalis pedis artery,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0834665/atoms,
792817008,C0834666,Structure of left dorsalis pedis artery,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0834666/atoms,
35259002,C0224234,Structure of deltoid muscle,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0224234/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0224234/relations
16225001,C0559499,Biceps brachii muscle structure,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0559499/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0559499/relations
771321001,C4749837,Structure of right biceps brachii muscle,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4749837/atoms,
771320000,C4749836,Structure of left biceps brachii muscle,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4749836/atoms,
40284004,C0559502,Triceps brachii muscle structure,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0559502/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0559502/relations
303740004,C0581459,Flexor of wrist joint,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0581459/atoms,
7569003,C0016129,Fingers,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0016129/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0016129/relations
76505004,C0040067,Thumb structure,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0040067/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0040067/relations
725412007,C0932510,Structure of distal interphalangeal joint,Body Space or Junction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0932510/atoms,
83738005,C0230388,Index finger,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230388/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230388/relations
44487003,C0224435,"Adductor muscle of hip, unspecified","Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0224435/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0224435/relations
21989003,C0224440,Structure of quadriceps femoris muscle,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0224440/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0224440/relations
73508007,C0242690,Tibialis anterior muscle structure,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0242690/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0242690/relations
8821006,C0226476,Structure of peroneal artery,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226476/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226476/relations
21718009,C0302143,cast body substance,Body Substance,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0302143/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0302143/relations
410160006,C1444301,Physical therapy management,Health Care Activity,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1444301/atoms,
261999007,C0445100,Non-weight-bearing,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0445100/atoms,
75753009,C0302148,Blood Clot,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0302148/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0302148/relations
386813002,C1260922,Abnormal breathing,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1260922/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1260922/relations
293940009,C0570860,Allergy to prochlorperazine,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0570860/atoms,
13511000122108,C4274510,Allergy to pineapple,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4274510/atoms,
