concept_id,name,group_abbr
445939008,Viral syndrome,DISO
267045008,Gastrointestinal symptom,DISO
264552009,Neurologic Deficits,DISO
85583005,Adrenal Gland Pheochromocytoma,DISO
35868009,Malignant Carcinoid Syndrome,DISO
238810007,Flushing,DISO
223476006,Reassuring (procedure),PROC
439993001,Prevention of deep vein thrombosis,PROC
48429009,Tissue Pain,DISO
32709003,Addictive Behavior,DISO
301112006,Finding of heart rhythm,DISO
274640006,Fever with chills,DISO
444548001,Ulcerative pancolitis,DISO
34402009,Rectum,ANAT
79890006,Loss of appetite (finding),DISO
111516008,Blurred vision,DISO
313165001,Functional visual loss,DISO
409668002,Photophobia,DISO
113028003,ENT examination,PROC
26284000,Oral Ulcer,DISO
86276007,Bleeding of subgingival space,DISO
268937004,Examination of digestive system,PROC
8765009,Hematemesis,DISO
363193004,Lymphatic system physical examination,PROC
48340000,Incontinence,DISO
267064002,Urinary Retention,CONC
386692008,Menorrhagia,DISO
386045008,Hair,ANAT
248274002,Fatigue,DISO
69215007,Intolerant of heat,DISO
80585000,Cold intolerance,DISO
399153001,Vertigo,DISO
24642003,Psychiatry procedure or service,PROC
6471006,Feeling suicidal (finding),DISO
24526004,Inflammatory Bowel Diseases,DISO
301305006,Finding of general observation of appearance,DISO
105723007,Body Temperature,PHYS
90290004,Umbilical region,ANAT
11708003,Hypogastric region,ANAT
271771009,Joint swelling,DISO
289196009,Finding of fluency of speech,DISO
816133002,Sensation of pain reduced,DISO
162669003,Patient's condition satisfactory,DISO
51197009,Stomach cramps (finding),DISO
416098002,Drug Allergy,DISO
2733002,Heel pain,DISO
233873004,Hypertrophic Cardiomyopathy,DISO
263247007,Fracture of calcaneus,DISO
417163006,Traumatic AND/OR non-traumatic injury,DISO
69948000,Both ankles,ANAT
8580001,Both feet,ANAT
13321001,"Fractures, Comminuted",DISO
272646001,Structure of sensory nervous system,ANAT
418107008,Unconscious State,DISO
89187006,Airway structure,ANAT
43038000,Cardiovascular examination and evaluation,PROC
421060004,Vertebral column,ANAT
51299004,Bone structure of clavicle,ANAT
91774008,Structure of right shoulder region,ANAT
127949000,Elbow,ANAT
14975008,Forearm,ANAT
64262003,Structure of right forearm,ANAT
66480008,Structure of left forearm,ANAT
78791008,Structure of right hand,ANAT
789219001,Structure of dorsum of right hand,ANAT
1204373005,Structure of left half of pelvis,ANAT
29836001,Hip structure,ANAT
287579007,Right hip region structure,ANAT
287679003,Left hip region structure,ANAT
48979004,Structure of left lower leg,ANAT
76853006,Heel,ANAT
118242002,Finding by palpation,DISO
6081001,Deformity,DISO
12146004,Normal pulse,DISO
248753002,Capillary refill,PHYS
51636004,Structure of left ankle,ANAT
45631007,Structure of radial artery,ANAT
368504007,Structure of left radial artery,ANAT
312541001,Ulnar vessel,ANAT
368505008,Structure of right ulnar artery,ANAT
368506009,Structure of left ulnar artery,ANAT
792816004,Structure of right dorsalis pedis artery,ANAT
792817008,Structure of left dorsalis pedis artery,ANAT
35259002,Structure of deltoid muscle,ANAT
16225001,Biceps brachii muscle structure,ANAT
771321001,Structure of right biceps brachii muscle,ANAT
771320000,Structure of left biceps brachii muscle,ANAT
40284004,Triceps brachii muscle structure,ANAT
303740004,Flexor of wrist joint,ANAT
7569003,Fingers,ANAT
76505004,Thumb structure,ANAT
725412007,Structure of distal interphalangeal joint,ANAT
83738005,Index finger,ANAT
44487003,"Adductor muscle of hip, unspecified",ANAT
21989003,Structure of quadriceps femoris muscle,ANAT
73508007,Tibialis anterior muscle structure,ANAT
8821006,Structure of peroneal artery,ANAT
21718009,cast body substance,ANAT
410160006,Physical therapy management,PROC
261999007,Non-weight-bearing,DISO
75753009,Blood Clot,DISO
386813002,Abnormal breathing,DISO
293940009,Allergy to prochlorperazine,DISO
13511000122108,Allergy to pineapple,DISO
91931000,Allergy to erythromycin,DISO
293675006,Allergy to metoclopramide,DISO
247355005,Flank Pain,DISO
271681002,Stomach ache,DISO
396101000119105,CT of abdomen without contrast,PROC
85057007,Liver cyst,DISO
45036003,Ultrasonography of abdomen,PROC
93469006,Hemangioma of liver,DISO
166602006,Liver function tests within reference range,DISO
83644001,Dull pain,DISO
16402000,Sickle Cell Trait,DISO
129103003,Endometriosis,DISO
69896004,Proliferative arthritis,DISO
197834003,Interstitial Cystitis,DISO
301403003,Tenderness of epigastrium,DISO
448265002,Tenderness of right upper quadrant of abdomen,DISO
448661001,Tenderness of right lower quadrant of abdomen,DISO
10200004,Liver,ANAT
32764006,Portal vein structure,ANAT
56381008,Calculi,ANAT
119277005,Upper pole of left kidney,ANAT
78961009,Spleen,ANAT
15776009,Pancreas,ANAT
64163001,Head of pancreas,ANAT
300331000,Lesion of liver,DISO
48521005,Right lobe of liver,ANAT
285388000,Right sided abdominal pain,DISO
819002003,Structure of right half of abdomen lateral to midsagittal plane,ANAT
285365001,Pain in toe,DISO
35885006,Hyperuricemia,DISO
301379001,No present pain,DISO
400210000,Hemangioma,DISO
26929004,Alzheimer's Disease,DISO
441773004,Detected by measurement,DISO
167217005,Urinalysis,PROC
55641003,Infarction,DISO
85421007,Structure of right half of body,ANAT
246650003,Movement of visual image - finding,DISO
8011004,Dysarthria,DISO
61683000,Drop Attack,DISO
716475005,Difficulty comprehending speech,DISO
72042002,Fecal Incontinence,DISO
36850000,Retention of content,CONC
18619003,Sclera,ANAT
419642000,Carotid bruit,DISO
57048009,Contracture,DISO
69536005,Head,ANAT
286402008,Does speak fluently,DISO
716490009,Does comprehend language,DISO
25107009,Verbal repetition,DISO
285156004,Able to recognize objects,DISO
838499005,Able to use prosody in speech,DISO
53096005,Paraphasia,DISO
106132005,Speech finding,DISO
32422007,Hemi-neglect,DISO
1943009,Allochiria,DISO
3449007,Finger Agnosia,DISO
68345001,Apraxias,DISO
55634009,Left homonymous hemianopsia,DISO
830003005,Inadequate visualization of fundus of eye,DISO
56193007,Oculomotor nerve structure,ANAT
39322007,Trochlear nerve structure,ANAT
80622005,Abducens nerve structure,ANAT
247011006,Pupil size and shape normal,DISO
366023004,Pupil reaction to light - finding,DISO
301939004,Constricted pupil (finding),DISO
16596007,Esotropia,DISO
40638003,Structure of both eyes,ANAT
400931006,Saccadic velocity test,PROC
142281000119109,Cognitive deficit in visuospatial function,DISO
27612005,Trigeminal nerve structure,ANAT
248172007,Facial symmetry,DISO
247699008,Psychological finding of perception,DISO
56052001,Facial nerve structure,ANAT
225583004,Smiles (finding),DISO
8598002,Acoustic Nerve,ANAT
162339002,Hearing normal,DISO
398171003,Hearing Tests,PROC
21161002,Glossopharyngeal nerve structure,ANAT
88882009,Vagus nerve structure,ANAT
285550001,Does elevate soft palate,DISO
15119000,Accessory nerve structure,ANAT
37899009,Hypoglossal nerve structure,ANAT
21974007,Tongue,ANAT
112638000,Spatial Displacement,CONC
249878001,"Fasciculation, Tongue",DISO
34118006,Motor testing,PROC
298275000,Skeletal muscle size normal,DISO
827065006,Normal tone in skeletal muscle,DISO
428334004,Pronator drift,DISO
303741000,Extensor of wrist joint,ANAT
89895007,Flexor digitorum superficialis muscle of hand,ANAT
303794009,Extensor of interphalangeal joint of finger,ANAT
57516003,Inferior oblique muscle structure,ANAT
416599001,Interphalangeal joint structure,ANAT
128511007,Posterior muscle of thigh structure,ANAT
80314008,Sensory testing,PROC
299929009,Normal pin prick discrimination,DISO
299911004,Light touch sensation present,DISO
299932007,Finding of vibration sense,DISO
299902004,Finding of temperature sense,DISO
299943004,Normal joint position sense,DISO
366584004,Graphesthesia finding,DISO
25094008,Tactile Agnosia,DISO
298314008,Finding related to coordination / incoordination,DISO
73060005,Finger-to-nose test,PROC
32566006,Cerebellar Dysmetria,DISO
30721006,Action Tremor,DISO
23133003,Dysdiadochokinesis,DISO
8117002,Gait normal,DISO
719750006,Able to comprehend language,DISO
11522000,Olfactory Nerve,ANAT
274793000,Examination of muscle power,PROC
106146005,Observation of reflex,DISO
110680009,"Right temporal and parietal lobes, CS",ANAT
723857007,Silent micro-hemorrhage of brain,DISO
278849000,Cerebral atrophy,DISO
110674001,"Left parietal and occipital lobes, CS",ANAT
128310007,Decreased radiologic density (finding),DISO
582101000119108,CT angiography of head with contrast,PROC
396339007,Thrombus,DISO
414086009,Embolism,DISO
16059231000119107,Visual field defect of left eye,DISO
252739000,EEG telemetry,PROC
442082004,Measurement finding within reference range,DISO
473360003,Thrombus of left atrium,DISO
204317008,"Foramen Ovale, Patent",DISO
23852006,Cardiac monitoring,PROC
719858009,Telehealth monitoring,PROC
170693002,Follow-up neurological assessment,PROC
442756004,Measurement finding above reference range,DISO
427310006,Pain radiating to neck,DISO
31031000119102,Physical deconditioning,DISO
118209003,Finding related to exertion,DISO
228447005,Physically active,DISO
408573005,Imaging result normal,DISO
308546005,Dissection of aorta,DISO
426285000,Electrocardiogram: normal sinus rhythm,DISO
182970005,Pain relief,PROC
370807008,Evaluation of response to medications,PROC
415690000,Sweating,DISO
15510009,Increased frequency of defecation,DISO
80146002,Appendectomy,PROC
61086009,Pulse irregular,DISO
233170003,Implantation of automatic cardiac defibrillator,PROC
307280005,Implantation of cardiac pacemaker,PROC
400048001,Excoriation,DISO
6921000,Right upper extremity,ANAT
735951001,Vascular catheter insertion site,DISO
70466008,Bruit,DISO
312333002,Distal lower limb artery,ANAT
12861001,Both hands,ANAT
104988000,Lipase measurement,PROC
167261002,Urine glucose not detected,PHEN
67410005,"Urobilinogen measurement, urine",PROC
394717006,Urine leukocytes not detected,PHEN
251015000,Coronary artery finding,PHEN
253728007,Right dominant coronary system,DISO
1255266003,Stenosis of mid portion of anterior descending branch of left coronary artery,DISO
194828000,Angina Pectoris,DISO
127955005,Structure of intracranial artery,ANAT
426206001,Constant pain,DISO
90673000,Burning sensation,DISO
81953000,Chest pain on exertion,DISO
16331000,Heartburn,DISO
87273009,Temperature normal,DISO
306104004,Referral to accident and emergency service,PROC
11101003,Percutaneous Transluminal Coronary Angioplasty,PROC
170578008,Poor hypertension control,DISO
365768006,Cardiac enzyme levels,PHEN
12295008,Bronchiectasis,DISO
90572001,Structure of lower lobe of lung,ANAT
267112005,Patient feels well,DISO
276030007,Travel abroad,DISO
176917009,Left salpingectomy,PROC
386667005,"Pupils equal, react to light and accommodation",DISO
3716002,Goiter,DISO
243933009,Paravertebral region,ANAT
438933007,Hyperdynamic circulation,DISO
248661003,Apex beat displaced,DISO
277455002,S3 - Third heart sound,DISO
301151001,Peripheral pulse present,DISO
127189005,Axillary lymphadenopathy,DISO
20658008,Normal muscle function,PHYS
49051001,Normal tendon reflex,PHYS
11274001,Lactate dehydrogenase measurement,PROC
77068002,Cholesterol measurement,PROC
14740000,Triglycerides measurement,PROC
17888004,High density lipoprotein measurement,PROC
313811003,Cholesterol/HDL ratio measurement,PROC
395065005,Calculated LDL cholesterol level,PROC
74500006,Cardiac enzymes/isoenzymes measurement,PROC
307821001,Urine screening for blood,PROC
314138001,Nitrite not detected in urine,PHEN
167273002,Urine protein not detected,PHEN
167287002,Urine ketones not detected,PHEN
167323003,Urine urobilinogen not detected,PHEN
708118007,No organism isolated by microbiologic culture,PHEN
53074004,Bronchial lymph node,ANAT
827032003,Normal lung,DISO
134315000,Bilateral adrenal glands,ANAT
29392005,Structure of right adrenal gland,ANAT
125565008,Interstitial lung fibrosis,DISO
367644007,Simple cyst,DISO
18347007,Spinal stenosis of lumbar region,DISO
84020006,Intervertebral disc structure of fourth lumbar vertebra,ANAT
16545191000119100,Radionuclide myocardial perfusion stress study,PROC
49848007,Myocardium of left ventricle,ANAT
68523003,Cerebral white matter structure,ANAT
15046008,Right frontal lobe structure,ANAT
1264062004,Burning Chest Pain,DISO
301121007,Myocardial perfusion normal,DISO
91251008,Physical therapy,PROC
372079001,Adrenal imaging,PROC
300980002,Normocytic anemia,DISO
410682003,Angiotensin converting enzyme inhibitor therapy,PROC
135840009,Blood pressure monitoring,PROC
102589003,Atypical chest pain,DISO
301230006,Lung finding,DISO
76746007,Cardiovascular stress testing,PROC
165255004,Uses zimmer frame,DISO
182879007,Medication decreased,DISO
816996009,"Echocardiography, Stress",PROC
23986001,Glaucoma,DISO
29445007,conjunctiva,ANAT
238951005,Eyelid Xanthoma,DISO
418869005,Femoral bruit present,DISO
45211000,Catheterization,PROC
313395003,Cardiac rehabilitation,PROC
293592007,Allergy to propoxyphene,DISO
609537003,Angiotensin-converting-enzyme inhibitor pseudoallergy,DISO
78275009,"Sleep Apnea, Obstructive",DISO
47545007,Continuous Positive Airway Pressure,PROC
82272006,Common Cold,DISO
1264052006,Nasal sinus pressure sensation,DISO
161923004,Productive cough -clear sputum,DISO
427931002,White sputum,DISO
161925006,Productive cough-yellow sputum,DISO
161924005,Productive cough -green sputum,DISO
56251003,Nebulizer therapy,PROC
61911006,"Blood gases, venous measurement",PROC
250565008,Measurement of venous partial pressure of carbon dioxide,PROC
250551006,Venous oxygen saturation measurement,PROC
167179007,Renal function tests within reference range,DISO
30812002,Overriding structures,DISO
95436008,Lung consolidation,DISO
55350005,Hunger,DISO
321667001,Respiratory tract structure,ANAT
23426006,Respiratory Function Tests,PROC
301252002,Finding of respiratory obstruction,DISO
231504006,Mixed anxiety and depressive disorder,DISO
396275006,Degenerative polyarthritis,DISO
10743008,Irritable Bowel Syndrome,DISO
7200002,"Alcoholic Intoxication, Chronic",DISO
237557003,Mass of thyroid gland,DISO
366135003,Breath sounds - finding,DISO
816181009,Bilateral lower limb edema,DISO
250546000,Measurement of partial pressure of oxygen in blood,PROC
250564007,Measurement of partial pressure of carbon dioxide in blood,PROC
67487000,Base excess measurement,PROC
425583002,Portable plain X-ray (procedure),PROC
734482001,Structure of vein of right lower limb,ANAT
734481008,Structure of vein of left lower limb,ANAT
182296000,Medial aspect of knee,ANAT
32361000,Popliteal fossa structure,ANAT
241455000,US scan of thyroid,PROC
122869004,Measurement,CONC
79163004,Structure of left lobe of thyroid gland,ANAT
15454001,Increased size (finding),DISO
69748006,Thyroid Gland,ANAT
125308006,Non-pitting edema,DISO
276341003,Cardiovascular investigation,PROC
401207004,Has shown side effects from medication,DISO
92439006,Benign neoplasm of thyroid gland,DISO
24788003,Biopsy of thyroid (procedure),PROC
13181000122107,Allergy to levofloxacin,DISO
293861001,Allergy to gabapentin,DISO
426990007,Home oxygen therapy,PROC
104612006,Creatine measurement,PROC
233916004,Heart Block,DISO
282144007,Able to walk (finding),DISO
133879001,Monitoring of patient temperature,PROC
444075004,Analysis using quantitative fluorescent PCR,PROC
181000124108,Influenza A virus present,DISO
1366004,Inhalation Therapy,PROC
7142008,Cough at rest,DISO
248552009,Winded,DISO
443694000,Uncontrolled type 2 diabetes mellitus,DISO
420279001,Renal disorder due to type 2 diabetes mellitus,DISO
431857002,Chronic kidney disease stage 4,DISO
22607003,Asbestosis,DISO
87522002,Iron deficiency anemia,DISO
63061008,Measuring intake and output,PROC
1797002,Anterior nares,ANAT
82399006,Audible inspiration,PHYS
309522006,Tenderness of neck,DISO
233658003,Pleural plaque,DISO
366151006,Forced vital capacity - finding,DISO
445060000,Left Against Medical Advice,DISO
165509000,White blood cell count outside reference range,DISO
78469002,Good therapeutic response,DISO
7163005,Urinary tract obstruction,DISO
250725006,Measurement of fractional excretion of sodium,PROC
718402002,Polyuria,DISO
421346005,3+ pitting edema,DISO
102575008,Edema of knee,DISO
1187391005,Complement level above reference range,DISO
1144522003,Tolerating diet,DISO
235675006,Gastroparesis,DISO
14140009,Hyperkalemia,DISO
166688007,Serum potassium level within reference range,DISO
315053001,Administration of prophylactic statin,PROC
444780001,Glucose in blood specimen above reference range,DISO
449171008,Oxygen saturation below reference range,DISO
249607009,Large prostate,DISO
306805000,Recommendation to continue with treatment,PROC
286371003,Does not speak,DISO
4568003,Retrosternal pain,DISO
301345002,Difficulty sleeping,DISO
18207002,BUN/Creatinine ratio,PROC
121870001,Troponin I measurement,PROC
164862008,ECG no myocardial ischemia,DISO
232721002,Coronary artery bypass grafts x 3,PROC
119564002,Internal mammary-coronary artery bypass graft,PROC
838277000,Venous graft,DEVI
18590009,Cardiac pacing,PROC
443325000,Automatic implantable cardiac defibrillator in situ (finding),DISO
197941005,Frank hematuria,DISO
29738008,Proteinuria,DISO
85898001,Cardiomyopathies,DISO
95281009,Sudden Cardiac Death,DISO
60721002,"Fourth heart sound, S>4<, inaudible",DISO
442021009,Enlargement (morphologic abnormality),DISO
249590007,Abdominal bruit,DISO
236002003,Retroperitoneal hematoma,DISO
236021006,Right inguinal hernia,DISO
112640005,Hernia sac,DISO
69615002,Structure of right spermatic cord,ANAT
235494005,"Pancreatitis, Chronic",DISO
301100007,Aortic valve normal,DISO
838454002,Mild tricuspid valve regurgitation,DISO
72542009,Structure of myocardium of diaphragmatic region,ANAT
1148838007,Normal cardiac function,DISO
257480003,Lead site V6,ANAT
3546002,Aortocoronary artery bypass graft with saphenous vein graft,PROC
117051000119103,Chronic total occlusion of coronary artery,DISO
102570003,Inguinal pain,DISO
868231004,Coronary artery bypass grafting using free left internal thoracic artery graft,PROC
386789004,Eosinophil count raised (finding),DISO
63739005,Coronary Occlusion,DISO
408546009,Coronary artery bypass graft occlusion,DISO
425423002,Pain provoked by movement,DISO
1171000175109,Increased physical activity,DISO
426120002,Pain provoked by rest,DISO
15167005,Alcohol abuse,DISO
219006,Aplasia of cementum,DISO
22220005,Urinary Stress Incontinence,DISO
28288005,Middle Age,CONC
80248007,Left breast,ANAT
33547000,Structure of substernal region,ANAT
64908006,Palpation of abdomen,PROC
407681001,Aspirin specific IgE antibody measurement,PROC
167009006,Blood alcohol level measurement,PROC
46093004,Acetaminophen measurement,PROC
574005,Benzodiazepine measurement,PROC
105079003,Barbiturates measurement,PROC
44787002,Tricyclic antidepressant measurement,PROC
366148004,Respiratory volume - finding,DISO
15690004,Tortuosity,CONC
257472005,aVF,CONC
66812002,Flattened T wave (finding),DISO
432352001,Creatine Phosphokinase Increased,DISO
279069000,Musculoskeletal Pain,DISO
240105009,Viral myositis,DISO
26889001,Myositis,DISO
365967005,Alcohol intake - finding,DISO
166662009,Cardiac enzymes within reference range,DISO
37782003,Tissue damage,DISO
71616004,Skeletal and/or smooth muscle structure,ANAT
294505008,Allergy to amoxicillin,DISO
293619005,Allergy to ibuprofen,DISO
46177005,"Kidney Failure, Chronic",DISO
290802009,Lithium poisoning,DISO
36191001,Perforation (morphologic abnormality),DISO
111367007,Pelvic abscess,DISO
697984004,Exteriorization of trachea,PROC
302497006,Hemodialysis,PROC
724538004,Diverticulosis of large intestine,DISO
53304009,Parathyroidectomy,PROC
3137001,Surgical Replantation,PROC
392022002,Excision of mass (procedure),PROC
71651007,Mammography,PROC
363443007,Malignant neoplasm of ovary,DISO
78129009,"Purpura, Thrombotic Thrombocytopenic",DISO
86367003,Structure of left upper quadrant of abdomen,ANAT
68505006,Structure of left lower quadrant of abdomen,ANAT
76953007,Diverticulitis of colon with perforation,DISO
71192002,Peritoneal Dialysis,PROC
714749008,Continuous Renal Replacement Therapy,PROC
128045006,Cellulitis,DISO
16227651000119102,Catheter exit site,ANAT
75864003,Psychiatric symptom,DISO
442768008,Peritoneal fluid abnormal,DISO
473229000,Catheter ablation of arrhythmogenic focus,PROC
17326005,Psychological Well Being,DISO
428065001,Insertion of stent into subclavian artery,PROC
61582004,Allergic rhinitis (disorder),DISO
386806002,Impaired cognition,DISO
117590005,Ear structure,ANAT
45206002,Nose,ANAT
300848003,Mass of body structure,DISO
860972006,Normal bilateral upper limbs and bilateral lower limbs,DISO
299914007,Normal light touch sensation,DISO
42592002,Structure of middle fossa of cranial cavity,ANAT
33595009,Arachnoid Cysts,DISO
274100004,Cerebral Hemorrhage,DISO
299728009,Midline shift of brain,DISO
836431003,Vascular structure within brain,ANAT
37065005,Periventricular white matter,ANAT
57222008,Mastoid cells,ANAT
25342003,middle ear,ANAT
54409005,Structure of carotid siphon,ANAT
59455009,Metabolic acidosis,DISO
83414005,"Anemia, Macrocytic",DISO
165399006,Hemoglobin within reference range,DISO
165454002,Mean corpuscular volume above reference range,DISO
235856003,Liver diseases,DISO
109995007,MYELODYSPLASTIC SYNDROME,DISO
708024004,Valvular regurgitation,DISO
81141003,Normal renal function,DISO
282972001,Does stand,DISO
426555006,Pain radiating to jaw,DISO
59118001,Right bundle branch block,DISO
257478009,Lead site V4,ANAT
59621000,Essential Hypertension,DISO
164907000,Electrocardiogram: right bundle branch block,DISO
252432008,Radionuclide myocardial perfusion study,PROC
422088007,Disorder of nervous system due to diabetes mellitus,DISO
860914002,Erectile dysfunction,DISO
13445001,Meniere Disease,DISO
50563003,Seborrheic dermatitis,DISO
571000119103,Daily headache,DISO
238496008,Hair sinus,DISO
47639008,Pilonidal Cyst,DISO
93163002,Lipoma,DISO
73924003,Decompression of tarsal tunnel,PROC
67768005,Partial fasciectomy of plantar fascia,PROC
734143007,Structure of left thumb,ANAT
113237008,Carpometacarpal joint structure,ANAT
44612009,Structure of sternal angle,ANAT
66019005,Limb structure,ANAT
297991008,Hair absent (finding),DISO
423736003,Color doppler ultrasound,PROC
1259955007,Structure of cavity of right cardiac ventricle,ANAT
125369001,Focal calcium deposition,DISO
8128003,Aortic Root,ANAT
46807008,Leaflet of mitral valve,ANAT
32427001,Structure of leaflet of tricuspid valve,ANAT
39057004,Pulmonary valve structure,ANAT
31689007,Structure of cusp of pulmonic valve,ANAT
56786000,Pulmonary Valve Stenosis,DISO
91434003,Pulmonary Valve Insufficiency,DISO
76848001,Pericardial sac structure,ANAT
277930000,Entire left auricular appendage,ANAT
68300000,Right auricular appendage,ANAT
276021004,"Ultrasonography, Carotid Arteries",PROC
64586002,Carotid Stenosis,DISO
721033002,Structure of right carotid artery,ANAT
721028001,Structure of left carotid artery,ANAT
233177000,Insertion of epicardial electrode for temporary cardiac pacing,PROC
225313009,Supervision (regime/therapy),PROC
46635009,"Diabetes Mellitus, Insulin-Dependent",DISO
397825006,Gastric ulcer,DISO
431237007,Chronic headache disorder,DISO
473422006,Deafness of left ear,DISO
90470006,Prostatectomy,PROC
1261007,Fracture of multiple ribs,DISO
35933005,Laceration,DISO
3631000087109,Plain X-ray of right hand,PROC
307184009,Undisplaced fracture,DISO
22565002,Bone structure of ninth rib,ANAT
386616007,Shallow breathing,DISO
162050009,Right Flank Pain,DISO
260515002,Midaxillary line,CONC
78011002,Flail Chest,DISO
418242004,Denuded skin,DISO
224964008,No injuries apparent,DISO
816186004,Bilateral upper limb edema,DISO
363680008,Radiographic imaging procedure,PROC
239863005,Osteoarthritis of spinal facet joint,DISO
724221004,Bone structure of right rib,ANAT
53617003,Respiration monitoring,PROC
118218001,Cell Count,PROC
312613008,Subcutaneous injection of heparin,PROC
33737001,Rib Fractures,DISO
289096007,Able to take deep breaths,DISO
60413009,Rib Cage,ANAT
266694003,Therapeutic heat application,PROC
183059007,High fiber diet education,PROC
225323000,Smoking cessation education,PROC
113197003,Bone structure of rib,ANAT
62476001,Disorientation,DISO
39180009,Chest dull to percussion,DISO
25579001,"Oxygen measurement, partial pressure, arterial",PROC
167028004,Measurement of arterial partial pressure of carbon dioxide,PROC
67741000119109,Left atrial hypertrophy,DISO
836480008,Mild aortic valve stenosis,DISO
446633003,Tricuspid leaflet thickened,DISO
840307003,Moderate pulmonary hypertension,DISO
278516003,Lobar Pneumonia,DISO
112798008,"Intubation, Intratracheal",PROC
26726000,Legionellosis,DISO
12717000,Viral culture (procedure),PROC
448225001,Oxygen saturation within reference range,DISO
18050000,Increased systolic arterial pressure,DISO
1194003,"Disease condition determination, well controlled",DISO
441530006,Chronic diastolic heart failure,DISO
234347009,Anemia of chronic disease,DISO
443700006,Disorder of lumbar disc,DISO
879969009,Breakthrough Pain,DISO
286644009,Level of anxiety,DISO
45352006,Spasm,DISO
279039007,Low Back Pain,DISO
182877009,Drug dosage altered,PROC
36503003,Biopsy of urinary bladder,PROC
252895004,Urodynamic studies (procedure),PROC
386745004,Transurethral cystoscopy (procedure),PROC
162128006,Poor stream of urine,DISO
720649006,Introduction of urinary catheter,PROC
176192000,Change of urethral catheter,PROC
176193005,Manual urinary bladder washout through catheter,PROC
771555004,Monitoring of continuous bladder irrigation,PROC
29555009,Retinal Diseases,DISO
76272004,Syphilis,DISO
846575004,Angioedema,DISO
387731002,Laminectomy,PROC
2089002,Osteitis Deformans,DISO
4776004,Lichen Planus,DISO
73416001,"Urine specimen collection, clean catch",PROC
281131004,Conservative Treatment,PROC
78533007,Irrigation of urinary bladder,PROC
410025003,Application of clamp,PROC
1208469004,Cystourethroscopy with biopsy of bladder,PROC
73443006,Intraoperative state,DISO
422181004,Antibiotic Prophylaxis,PROC
168733007,Chest X-ray normal,DISO
286738000,Removal of urinary system catheter,PROC
15502008,Wound treatment education,PROC
304509000,Recommendation to avoid activity of daily living,PROC
359554008,Neurogenic arthropathy,DISO
263244000,Pott's fracture of ankle,DISO
19207007,Manipulation procedure,PROC
78545003,Tenotomy (procedure),PROC
721063006,Structure of right Achilles tendon,ANAT
89110001,Structure of flexor hallucis longus muscle tendon,ANAT
115956009,Release (procedure),PROC
18010003,Flexor digitorum longus muscle structure,ANAT
63149002,Structure of posterior tibial muscle tendon,ANAT
699534009,Rotation injury,DISO
51558006,Deep palpation,PROC
182304008,Medial aspect of ankle,ANAT
182305009,Lateral aspect of ankle,ANAT
248264000,No complaints,DISO
281792000,Swollen calf,DISO
72704001,Fracture,DISO
70258002,Ankle joint structure,ANAT
88312006,Amputation of leg through tibia and fibula,PROC
122501008,Fusion procedure,PROC
770414008,Alport Syndrome,DISO
125319009,Surgical fistula,DISO
11466000,Cesarean section,PROC
1148973008,Normal peripheral neurovascular function,DISO
302002000,Difficulty moving,DISO
396077009,Medication prefill education,PROC
713443004,Non-steroidal anti-inflammatory agent therapy,PROC
385695003,Cast care (procedure),PROC
233445008,Transjugular intrahepatic portosystemic shunt (procedure),PROC
19943007,Liver Cirrhosis,DISO
470758004,Refractory ascites,DISO
28670008,Esophageal Varices,DISO
89305009,Abdominal paracentesis,PROC
442685003,Nonalcoholic Steatohepatitis,DISO
13920009,Hepatic Encephalopathy,DISO
710968008,Defecation care,PROC
34742003,Portal Hypertension,DISO
13172003,Immune thrombocytopenic purpura,DISO
109841003,Liver carcinoma,DISO
80515008,Hepatomegaly,DISO
792832001,All pulses present in bilateral lower limbs,DISO
42800007,Fine Tremor,DISO
32838008,Asterixis,DISO
431362005,Doppler ultrasonography of liver and portal system,PROC
127879008,Liver parenchyma,ANAT
389026000,Peritoneal Effusion,DISO
300342009,Gallbladder not seen,DISO
73931004,Structure of right main branch of portal vein,ANAT
70253006,Structure of left main branch of portal vein,ANAT
76015000,Hepatic artery,ANAT
273099000,Structure of middle hepatic vein,ANAT
273202007,Structure of left hepatic vein,ANAT
303410000,Vascular structure of liver,ANAT
18027006,Transplantation of liver,PROC
272998002,Structure of right hepatic vein,ANAT
122459003,Tissue Dissection,PROC
166716007,Serum creatinine within reference range,DISO
116865006,Administration of albumin,PROC
368951000119105,Acute kidney injury caused by contrast agent,DISO
51292008,Hepatorenal Syndrome,DISO
251080003,Labile blood pressure,DISO
328383001,Chronic liver disease,DISO
71493000,Transfusion of packed red blood cells,PROC
233819005,Stable angina,DISO
1237473004,Metastatic carcinoma to head of pancreas,DISO
1255904006,Palliative antineoplastic chemotherapy,PROC
3951002,Proctitis,DISO
372142002,Pancreatic carcinoma,DISO
94381002,Metastatic malignant neoplasm to liver,DISO
254900004,Prostate carcinoma,DISO
93870000,Malignant neoplasm of liver,DISO
301945007,Pupil afferent light reaction normal,DISO
63130001,Surgical scar,ANAT
53615006,Normal foot pulse,DISO
91669008,Perirectal abscess,DISO
81060008,Intestinal Obstruction,DISO
128462008,Metastatic malignant neoplasm,DISO
18867006,Wound Healing,PHYS
22640007,Pathological fracture,DISO
77644006,Bone structure of tenth rib,ANAT
36470004,Third lumbar vertebra,ANAT
