cuda
FULL Dataset: (20305, 4)
TRAIN Dataset: (16244, 4)
TEST Dataset: (4061, 4)
tensor(3.1775, device='cuda:0', grad_fn=<NllLossBackward0>)
{'loss': 0.2415, 'grad_norm': 1.6220439672470093, 'learning_rate': 1.7155386397484695e-05, 'epoch': 0.9}
{'loss': 0.2439, 'grad_norm': 4.130711555480957, 'learning_rate': 1.7138838325335102e-05, 'epoch': 0.9}
{'loss': 0.2386, 'grad_norm': 1.922407627105713, 'learning_rate': 1.7122290253185507e-05, 'epoch': 0.91}
{'loss': 0.2247, 'grad_norm': 1.996252179145813, 'learning_rate': 1.710574218103591e-05, 'epoch': 0.91}
{'loss': 0.2375, 'grad_norm': 1.7316628694534302, 'learning_rate': 1.7089194108886315e-05, 'epoch': 0.92}
{'loss': 0.2501, 'grad_norm': 2.580423593521118, 'learning_rate': 1.7072646036736723e-05, 'epoch': 0.92}
{'loss': 0.3695, 'grad_norm': 2.0227224826812744, 'learning_rate': 1.7056097964587127e-05, 'epoch': 0.93}
{'loss': 0.2309, 'grad_norm': 2.7996482849121094, 'learning_rate': 1.703954989243753e-05, 'epoch': 0.93}
{'loss': 0.2185, 'grad_norm': 3.6622848510742188, 'learning_rate': 1.702300182028794e-05, 'epoch': 0.94}
{'eval_loss': 0.24139438569545746, 'eval_accuracy': 0.9215635358272106, 'eval_precision': 0.700024557956778, 'eval_recall': 0.7257797581158498, 'eval_f1': 0.7126695418463653, 'eval_runtime': 4.2025, 'eval_samples_per_second': 966.33, 'eval_steps_per_second': 120.88, 'epoch': 0.94}
{'loss': 0.3137, 'grad_norm': 3.1173362731933594, 'learning_rate': 1.7006453748138343e-05, 'epoch': 0.94}
{'loss': 0.2809, 'grad_norm': 5.564622402191162, 'learning_rate': 1.698990567598875e-05, 'epoch': 0.95}
{'loss': 0.2473, 'grad_norm': 1.9943296909332275, 'learning_rate': 1.6973357603839154e-05, 'epoch': 0.95}
{'loss': 0.2693, 'grad_norm': 1.6210728883743286, 'learning_rate': 1.695680953168956e-05, 'epoch': 0.96}
{'loss': 0.2516, 'grad_norm': 2.1074981689453125, 'learning_rate': 1.6940261459539963e-05, 'epoch': 0.96}
{'loss': 0.2754, 'grad_norm': 2.3986027240753174, 'learning_rate': 1.692371338739037e-05, 'epoch': 0.97}
{'loss': 0.1315, 'grad_norm': 2.004089117050171, 'learning_rate': 1.6907165315240778e-05, 'epoch': 0.97}
{'loss': 0.272, 'grad_norm': 2.592496156692505, 'learning_rate': 1.6890617243091182e-05, 'epoch': 0.97}
{'loss': 0.2404, 'grad_norm': 1.7759472131729126, 'learning_rate': 1.6874069170941586e-05, 'epoch': 0.98}
{'loss': 0.1845, 'grad_norm': 1.9394720792770386, 'learning_rate': 1.685752109879199e-05, 'epoch': 0.98}
{'eval_loss': 0.24151751399040222, 'eval_accuracy': 0.9209525409748422, 'eval_precision': 0.6954493886297743, 'eval_recall': 0.702355187778485, 'eval_f1': 0.6988852292880668, 'eval_runtime': 4.1992, 'eval_samples_per_second': 967.085, 'eval_steps_per_second': 120.975, 'epoch': 0.98}
{'loss': 0.3013, 'grad_norm': 1.5310462713241577, 'learning_rate': 1.6840973026642398e-05, 'epoch': 0.99}
{'loss': 0.1894, 'grad_norm': 2.55597186088562, 'learning_rate': 1.6824424954492805e-05, 'epoch': 0.99}
{'loss': 0.224, 'grad_norm': 2.791591167449951, 'learning_rate': 1.680787688234321e-05, 'epoch': 1.0}
{'loss': 0.1665, 'grad_norm': 2.0002262592315674, 'learning_rate': 1.6791328810193614e-05, 'epoch': 1.0}
{'loss': 0.2272, 'grad_norm': 3.636148452758789, 'learning_rate': 1.6774780738044018e-05, 'epoch': 1.01}
{'loss': 0.1954, 'grad_norm': 2.2090492248535156, 'learning_rate': 1.6758232665894425e-05, 'epoch': 1.01}
{'loss': 0.1673, 'grad_norm': 1.908336877822876, 'learning_rate': 1.674168459374483e-05, 'epoch': 1.02}
{'loss': 0.242, 'grad_norm': 2.8555591106414795, 'learning_rate': 1.6725136521595237e-05, 'epoch': 1.02}
{'loss': 0.1923, 'grad_norm': 2.3338589668273926, 'learning_rate': 1.670858844944564e-05, 'epoch': 1.03}
{'loss': 0.2417, 'grad_norm': 2.966480016708374, 'learning_rate': 1.6692040377296045e-05, 'epoch': 1.03}
{'eval_loss': 0.24148066341876984, 'eval_accuracy': 0.9227855255319474, 'eval_precision': 0.6949421084704448, 'eval_recall': 0.7259070655633355, 'eval_f1': 0.7100871731008717, 'eval_runtime': 4.1971, 'eval_samples_per_second': 967.567, 'eval_steps_per_second': 121.035, 'epoch': 1.03}
{'loss': 0.1752, 'grad_norm': 1.9508470296859741, 'learning_rate': 1.6675492305146453e-05, 'epoch': 1.04}
{'loss': 0.2101, 'grad_norm': 3.210942506790161, 'learning_rate': 1.6658944232996857e-05, 'epoch': 1.04}
{'loss': 0.233, 'grad_norm': 4.642778396606445, 'learning_rate': 1.664239616084726e-05, 'epoch': 1.05}
{'loss': 0.2109, 'grad_norm': 1.9950875043869019, 'learning_rate': 1.6625848088697666e-05, 'epoch': 1.05}
{'loss': 0.1711, 'grad_norm': 2.4829931259155273, 'learning_rate': 1.6609300016548073e-05, 'epoch': 1.06}
{'loss': 0.1489, 'grad_norm': 2.4944357872009277, 'learning_rate': 1.659275194439848e-05, 'epoch': 1.06}
{'loss': 0.133, 'grad_norm': 1.6249685287475586, 'learning_rate': 1.6576203872248885e-05, 'epoch': 1.07}
{'loss': 0.1817, 'grad_norm': 3.611065149307251, 'learning_rate': 1.655965580009929e-05, 'epoch': 1.07}
{'loss': 0.1858, 'grad_norm': 1.7174439430236816, 'learning_rate': 1.6543107727949693e-05, 'epoch': 1.08}
{'loss': 0.1779, 'grad_norm': 2.2462775707244873, 'learning_rate': 1.65265596558001e-05, 'epoch': 1.08}
{'eval_loss': 0.2505751848220825, 'eval_accuracy': 0.9213344127575726, 'eval_precision': 0.6922224956928378, 'eval_recall': 0.7161043921069382, 'eval_f1': 0.7039609536324384, 'eval_runtime': 4.1818, 'eval_samples_per_second': 971.12, 'eval_steps_per_second': 121.48, 'epoch': 1.08}
{'loss': 0.2977, 'grad_norm': 3.5254907608032227, 'learning_rate': 1.6510011583650508e-05, 'epoch': 1.09}
{'loss': 0.2021, 'grad_norm': 3.728226661682129, 'learning_rate': 1.6493463511500912e-05, 'epoch': 1.09}
{'loss': 0.1946, 'grad_norm': 3.3610727787017822, 'learning_rate': 1.6476915439351317e-05, 'epoch': 1.1}
{'loss': 0.2069, 'grad_norm': 2.469619035720825, 'learning_rate': 1.646036736720172e-05, 'epoch': 1.1}
{'loss': 0.1823, 'grad_norm': 1.4257205724716187, 'learning_rate': 1.644381929505213e-05, 'epoch': 1.11}
{'loss': 0.1177, 'grad_norm': 2.2104716300964355, 'learning_rate': 1.6427271222902532e-05, 'epoch': 1.11}
{'loss': 0.2286, 'grad_norm': 3.4838662147521973, 'learning_rate': 1.641072315075294e-05, 'epoch': 1.12}
{'loss': 0.2837, 'grad_norm': 3.2015392780303955, 'learning_rate': 1.6394175078603344e-05, 'epoch': 1.12}
{'loss': 0.2655, 'grad_norm': 2.8803582191467285, 'learning_rate': 1.637762700645375e-05, 'epoch': 1.13}
{'loss': 0.2442, 'grad_norm': 2.841797113418579, 'learning_rate': 1.6361078934304156e-05, 'epoch': 1.13}
{'eval_loss': 0.23684729635715485, 'eval_accuracy': 0.9237936670383552, 'eval_precision': 0.7112542629784009, 'eval_recall': 0.7168682367918523, 'eval_f1': 0.7140502155718995, 'eval_runtime': 4.1966, 'eval_samples_per_second': 967.696, 'eval_steps_per_second': 121.051, 'epoch': 1.13}
{'loss': 0.2818, 'grad_norm': 3.7935421466827393, 'learning_rate': 1.634453086215456e-05, 'epoch': 1.14}
{'loss': 0.2602, 'grad_norm': 3.8543286323547363, 'learning_rate': 1.6327982790004964e-05, 'epoch': 1.14}
{'loss': 0.2828, 'grad_norm': 3.7563765048980713, 'learning_rate': 1.6311434717855372e-05, 'epoch': 1.15}
{'loss': 0.1899, 'grad_norm': 2.640733480453491, 'learning_rate': 1.6294886645705776e-05, 'epoch': 1.15}
{'loss': 0.2064, 'grad_norm': 2.655027151107788, 'learning_rate': 1.6278338573556184e-05, 'epoch': 1.16}
{'loss': 0.1841, 'grad_norm': 3.4363503456115723, 'learning_rate': 1.6261790501406588e-05, 'epoch': 1.16}
{'loss': 0.1351, 'grad_norm': 6.017755031585693, 'learning_rate': 1.6245242429256992e-05, 'epoch': 1.17}
{'loss': 0.1975, 'grad_norm': 1.9107153415679932, 'learning_rate': 1.6228694357107396e-05, 'epoch': 1.17}
{'loss': 0.3291, 'grad_norm': 3.5880396366119385, 'learning_rate': 1.6212146284957804e-05, 'epoch': 1.18}
{'loss': 0.214, 'grad_norm': 2.4745023250579834, 'learning_rate': 1.619559821280821e-05, 'epoch': 1.18}
{'eval_loss': 0.24021436274051666, 'eval_accuracy': 0.921441336856737, 'eval_precision': 0.6799525504151839, 'eval_recall': 0.7297262889879058, 'eval_f1': 0.7039607000307031, 'eval_runtime': 4.1928, 'eval_samples_per_second': 968.557, 'eval_steps_per_second': 121.159, 'epoch': 1.18}
{'loss': 0.1316, 'grad_norm': 2.532583475112915, 'learning_rate': 1.6179050140658615e-05, 'epoch': 1.19}
{'loss': 0.3355, 'grad_norm': 2.787947416305542, 'learning_rate': 1.616250206850902e-05, 'epoch': 1.19}
{'loss': 0.2392, 'grad_norm': 3.3111236095428467, 'learning_rate': 1.6145953996359424e-05, 'epoch': 1.2}
{'loss': 0.2265, 'grad_norm': 2.1439385414123535, 'learning_rate': 1.612940592420983e-05, 'epoch': 1.2}
{'loss': 0.2712, 'grad_norm': 2.7028584480285645, 'learning_rate': 1.6112857852060235e-05, 'epoch': 1.21}
{'loss': 0.2222, 'grad_norm': 3.2052745819091797, 'learning_rate': 1.6096309779910643e-05, 'epoch': 1.21}
{'loss': 0.2225, 'grad_norm': 3.8384251594543457, 'learning_rate': 1.6079761707761047e-05, 'epoch': 1.22}
{'loss': 0.1334, 'grad_norm': 2.65097975730896, 'learning_rate': 1.606321363561145e-05, 'epoch': 1.22}
{'loss': 0.2531, 'grad_norm': 2.7662885189056396, 'learning_rate': 1.604666556346186e-05, 'epoch': 1.23}
{'loss': 0.233, 'grad_norm': 5.5818657875061035, 'learning_rate': 1.6030117491312263e-05, 'epoch': 1.23}
