cuda
FULL Dataset: (20305, 4)
TRAIN Dataset: (16244, 4)
TEST Dataset: (4061, 4)
tensor(3.3615, device='cuda:0', grad_fn=<NllLossBackward0>)
{'loss': 0.2451, 'grad_norm': 1.8944369554519653, 'learning_rate': 1.7157041204699654e-05, 'epoch': 0.9}
{'loss': 0.2753, 'grad_norm': 4.544118881225586, 'learning_rate': 1.714049313255006e-05, 'epoch': 0.9}
{'loss': 0.2521, 'grad_norm': 1.2279443740844727, 'learning_rate': 1.7123945060400463e-05, 'epoch': 0.91}
{'loss': 0.2387, 'grad_norm': 2.0963051319122314, 'learning_rate': 1.710739698825087e-05, 'epoch': 0.91}
{'loss': 0.2508, 'grad_norm': 2.3445770740509033, 'learning_rate': 1.7090848916101275e-05, 'epoch': 0.92}
{'loss': 0.2902, 'grad_norm': 2.1776700019836426, 'learning_rate': 1.7074300843951682e-05, 'epoch': 0.92}
{'loss': 0.3963, 'grad_norm': 1.9568045139312744, 'learning_rate': 1.7057752771802086e-05, 'epoch': 0.93}
{'loss': 0.2587, 'grad_norm': 2.578599452972412, 'learning_rate': 1.704120469965249e-05, 'epoch': 0.93}
{'loss': 0.2589, 'grad_norm': 4.266566753387451, 'learning_rate': 1.7024656627502898e-05, 'epoch': 0.94}
{'eval_loss': 0.25859224796295166, 'eval_accuracy': 0.915257327802343, 'eval_precision': 0.6705853835898679, 'eval_recall': 0.6966759002770083, 'eval_f1': 0.6833817081454949, 'eval_runtime': 6.3026, 'eval_samples_per_second': 644.339, 'eval_steps_per_second': 80.602, 'epoch': 0.94}
{'loss': 0.2962, 'grad_norm': 2.557089328765869, 'learning_rate': 1.7008108555353302e-05, 'epoch': 0.94}
{'loss': 0.3285, 'grad_norm': 5.243929386138916, 'learning_rate': 1.699156048320371e-05, 'epoch': 0.95}
{'loss': 0.269, 'grad_norm': 2.4588286876678467, 'learning_rate': 1.6975012411054114e-05, 'epoch': 0.95}
{'loss': 0.2853, 'grad_norm': 2.0166845321655273, 'learning_rate': 1.6958464338904518e-05, 'epoch': 0.96}
{'loss': 0.2833, 'grad_norm': 2.8259952068328857, 'learning_rate': 1.6941916266754926e-05, 'epoch': 0.96}
{'loss': 0.2864, 'grad_norm': 2.481546401977539, 'learning_rate': 1.692536819460533e-05, 'epoch': 0.97}
{'loss': 0.1643, 'grad_norm': 2.824026584625244, 'learning_rate': 1.6908820122455737e-05, 'epoch': 0.97}
{'loss': 0.2714, 'grad_norm': 2.847139835357666, 'learning_rate': 1.689227205030614e-05, 'epoch': 0.97}
{'loss': 0.2759, 'grad_norm': 2.314725875854492, 'learning_rate': 1.6875723978156546e-05, 'epoch': 0.98}
{'loss': 0.1983, 'grad_norm': 1.6423546075820923, 'learning_rate': 1.6859175906006953e-05, 'epoch': 0.98}
{'eval_loss': 0.25638288259506226, 'eval_accuracy': 0.9167616355928341, 'eval_precision': 0.6759803921568628, 'eval_recall': 0.6945353815159909, 'eval_f1': 0.6851322817041361, 'eval_runtime': 6.3082, 'eval_samples_per_second': 643.764, 'eval_steps_per_second': 80.53, 'epoch': 0.98}
{'loss': 0.3041, 'grad_norm': 2.2704203128814697, 'learning_rate': 1.6842627833857357e-05, 'epoch': 0.99}
{'loss': 0.1924, 'grad_norm': 2.550283670425415, 'learning_rate': 1.682607976170776e-05, 'epoch': 0.99}
{'loss': 0.2396, 'grad_norm': 3.0681159496307373, 'learning_rate': 1.6809531689558166e-05, 'epoch': 1.0}
{'loss': 0.1636, 'grad_norm': 1.9176278114318848, 'learning_rate': 1.6792983617408573e-05, 'epoch': 1.0}
{'loss': 0.2536, 'grad_norm': 3.616725444793701, 'learning_rate': 1.6776435545258977e-05, 'epoch': 1.01}
{'loss': 0.2125, 'grad_norm': 2.3527910709381104, 'learning_rate': 1.6759887473109385e-05, 'epoch': 1.01}
{'loss': 0.1862, 'grad_norm': 2.2946078777313232, 'learning_rate': 1.674333940095979e-05, 'epoch': 1.02}
{'loss': 0.2546, 'grad_norm': 3.1719555854797363, 'learning_rate': 1.6726791328810193e-05, 'epoch': 1.02}
{'loss': 0.2129, 'grad_norm': 2.771043062210083, 'learning_rate': 1.67102432566606e-05, 'epoch': 1.03}
{'loss': 0.2814, 'grad_norm': 3.2966251373291016, 'learning_rate': 1.6693695184511005e-05, 'epoch': 1.03}
{'eval_loss': 0.25738590955734253, 'eval_accuracy': 0.9181747732142043, 'eval_precision': 0.6732577767060526, 'eval_recall': 0.7030974565600604, 'eval_f1': 0.6878541512687855, 'eval_runtime': 6.2886, 'eval_samples_per_second': 645.77, 'eval_steps_per_second': 80.781, 'epoch': 1.03}
{'loss': 0.2019, 'grad_norm': 1.9222402572631836, 'learning_rate': 1.6677147112361413e-05, 'epoch': 1.04}
{'loss': 0.2467, 'grad_norm': 3.0096747875213623, 'learning_rate': 1.6660599040211817e-05, 'epoch': 1.04}
{'loss': 0.2189, 'grad_norm': 2.7852022647857666, 'learning_rate': 1.664405096806222e-05, 'epoch': 1.05}
{'loss': 0.2203, 'grad_norm': 1.5379688739776611, 'learning_rate': 1.662750289591263e-05, 'epoch': 1.05}
{'loss': 0.1627, 'grad_norm': 2.1341469287872314, 'learning_rate': 1.6610954823763033e-05, 'epoch': 1.06}
{'loss': 0.1491, 'grad_norm': 1.6496683359146118, 'learning_rate': 1.659440675161344e-05, 'epoch': 1.06}
{'loss': 0.1406, 'grad_norm': 2.294647216796875, 'learning_rate': 1.6577858679463844e-05, 'epoch': 1.07}
{'loss': 0.1781, 'grad_norm': 3.433124542236328, 'learning_rate': 1.656131060731425e-05, 'epoch': 1.07}
{'loss': 0.1978, 'grad_norm': 1.3607745170593262, 'learning_rate': 1.6544762535164656e-05, 'epoch': 1.08}
{'loss': 0.1824, 'grad_norm': 2.1642463207244873, 'learning_rate': 1.652821446301506e-05, 'epoch': 1.08}
{'eval_loss': 0.26837313175201416, 'eval_accuracy': 0.9170807311847563, 'eval_precision': 0.6711095100864554, 'eval_recall': 0.7037270209015362, 'eval_f1': 0.6870313460356484, 'eval_runtime': 6.3237, 'eval_samples_per_second': 642.183, 'eval_steps_per_second': 80.332, 'epoch': 1.08}
{'loss': 0.2801, 'grad_norm': 2.998753786087036, 'learning_rate': 1.6511666390865468e-05, 'epoch': 1.09}
{'loss': 0.2416, 'grad_norm': 4.83843469619751, 'learning_rate': 1.6495118318715872e-05, 'epoch': 1.09}
{'loss': 0.2181, 'grad_norm': 3.425140619277954, 'learning_rate': 1.6478570246566276e-05, 'epoch': 1.1}
{'loss': 0.2218, 'grad_norm': 1.737566351890564, 'learning_rate': 1.646202217441668e-05, 'epoch': 1.1}
{'loss': 0.1917, 'grad_norm': 1.7849476337432861, 'learning_rate': 1.6445474102267088e-05, 'epoch': 1.11}
{'loss': 0.114, 'grad_norm': 2.94614577293396, 'learning_rate': 1.6428926030117492e-05, 'epoch': 1.11}
{'loss': 0.2356, 'grad_norm': 4.133390426635742, 'learning_rate': 1.6412377957967896e-05, 'epoch': 1.12}
{'loss': 0.2913, 'grad_norm': 2.461138963699341, 'learning_rate': 1.6395829885818304e-05, 'epoch': 1.12}
{'loss': 0.2714, 'grad_norm': 11.219588279724121, 'learning_rate': 1.6379281813668708e-05, 'epoch': 1.13}
{'loss': 0.2564, 'grad_norm': 2.2471673488616943, 'learning_rate': 1.6362733741519116e-05, 'epoch': 1.13}
{'eval_loss': 0.26215362548828125, 'eval_accuracy': 0.9181443831578308, 'eval_precision': 0.6918478952053924, 'eval_recall': 0.6849660035255604, 'eval_f1': 0.688389750079089, 'eval_runtime': 6.3315, 'eval_samples_per_second': 641.397, 'eval_steps_per_second': 80.234, 'epoch': 1.13}
{'loss': 0.2799, 'grad_norm': 3.8692126274108887, 'learning_rate': 1.634618566936952e-05, 'epoch': 1.14}
{'loss': 0.2967, 'grad_norm': 8.684501647949219, 'learning_rate': 1.6329637597219924e-05, 'epoch': 1.14}
{'loss': 0.288, 'grad_norm': 3.384882926940918, 'learning_rate': 1.631308952507033e-05, 'epoch': 1.15}
{'loss': 0.1926, 'grad_norm': 2.8319780826568604, 'learning_rate': 1.6296541452920736e-05, 'epoch': 1.15}
{'loss': 0.2401, 'grad_norm': 3.41152286529541, 'learning_rate': 1.6279993380771143e-05, 'epoch': 1.16}
{'loss': 0.22, 'grad_norm': 3.4262216091156006, 'learning_rate': 1.6263445308621547e-05, 'epoch': 1.16}
{'loss': 0.1647, 'grad_norm': 5.8520073890686035, 'learning_rate': 1.624689723647195e-05, 'epoch': 1.17}
{'loss': 0.2267, 'grad_norm': 2.2514007091522217, 'learning_rate': 1.623034916432236e-05, 'epoch': 1.17}
{'loss': 0.3365, 'grad_norm': 3.453953266143799, 'learning_rate': 1.6213801092172763e-05, 'epoch': 1.18}
{'loss': 0.2408, 'grad_norm': 2.1894588470458984, 'learning_rate': 1.619725302002317e-05, 'epoch': 1.18}
{'eval_loss': 0.25580132007598877, 'eval_accuracy': 0.9163209797754175, 'eval_precision': 0.6616226283319753, 'eval_recall': 0.7156887433895744, 'eval_f1': 0.6875945079537894, 'eval_runtime': 6.2985, 'eval_samples_per_second': 644.753, 'eval_steps_per_second': 80.654, 'epoch': 1.18}
{'loss': 0.1291, 'grad_norm': 2.897778272628784, 'learning_rate': 1.6180704947873575e-05, 'epoch': 1.19}
{'loss': 0.3657, 'grad_norm': 2.602930784225464, 'learning_rate': 1.616415687572398e-05, 'epoch': 1.19}
{'loss': 0.2363, 'grad_norm': 2.1280133724212646, 'learning_rate': 1.6147608803574383e-05, 'epoch': 1.2}
{'loss': 0.2255, 'grad_norm': 2.4145774841308594, 'learning_rate': 1.613106073142479e-05, 'epoch': 1.2}
{'loss': 0.2605, 'grad_norm': 3.0001981258392334, 'learning_rate': 1.6114512659275195e-05, 'epoch': 1.21}
{'loss': 0.2539, 'grad_norm': 2.2460291385650635, 'learning_rate': 1.60979645871256e-05, 'epoch': 1.21}
{'loss': 0.2549, 'grad_norm': 3.605457305908203, 'learning_rate': 1.6081416514976007e-05, 'epoch': 1.22}
{'loss': 0.1432, 'grad_norm': 2.3640494346618652, 'learning_rate': 1.606486844282641e-05, 'epoch': 1.22}
{'loss': 0.2537, 'grad_norm': 3.2266879081726074, 'learning_rate': 1.604832037067682e-05, 'epoch': 1.23}
{'loss': 0.25, 'grad_norm': 5.256034851074219, 'learning_rate': 1.6031772298527223e-05, 'epoch': 1.23}
{'eval_loss': 0.2635320723056793, 'eval_accuracy': 0.9157435687043199, 'eval_precision': 0.6750119217930377, 'eval_recall': 0.7129186602870813, 'eval_f1': 0.6934476423759951, 'eval_runtime': 6.3366, 'eval_samples_per_second': 640.878, 'eval_steps_per_second': 80.169, 'epoch': 1.23}
{'loss': 0.1568, 'grad_norm': 3.630779981613159, 'learning_rate': 1.6015224226377627e-05, 'epoch': 1.24}
{'loss': 0.2531, 'grad_norm': 3.508617639541626, 'learning_rate': 1.5998676154228034e-05, 'epoch': 1.24}
{'loss': 0.169, 'grad_norm': 2.814070701599121, 'learning_rate': 1.598212808207844e-05, 'epoch': 1.25}
{'loss': 0.1545, 'grad_norm': 2.4244601726531982, 'learning_rate': 1.5965580009928846e-05, 'epoch': 1.25}
{'loss': 0.259, 'grad_norm': 3.5264127254486084, 'learning_rate': 1.594903193777925e-05, 'epoch': 1.26}
{'loss': 0.223, 'grad_norm': 2.939054012298584, 'learning_rate': 1.5932483865629654e-05, 'epoch': 1.26}
{'loss': 0.2024, 'grad_norm': 2.3291757106781006, 'learning_rate': 1.5915935793480062e-05, 'epoch': 1.27}
{'loss': 0.2235, 'grad_norm': 3.9233644008636475, 'learning_rate': 1.5899387721330466e-05, 'epoch': 1.27}
{'loss': 0.2376, 'grad_norm': 1.2704304456710815, 'learning_rate': 1.5882839649180874e-05, 'epoch': 1.28}
{'loss': 0.2572, 'grad_norm': 3.8384933471679688, 'learning_rate': 1.5866291577031278e-05, 'epoch': 1.28}
{'eval_loss': 0.24937790632247925, 'eval_accuracy': 0.9214265092461746, 'eval_precision': 0.7238795986622074, 'eval_recall': 0.6813145303450012, 'eval_f1': 0.7019523902185898, 'eval_runtime': 6.3282, 'eval_samples_per_second': 641.728, 'eval_steps_per_second': 80.275, 'epoch': 1.28}
{'loss': 0.2013, 'grad_norm': 0.799060583114624, 'learning_rate': 1.5849743504881682e-05, 'epoch': 1.29}
{'loss': 0.2142, 'grad_norm': 2.015307903289795, 'learning_rate': 1.5833195432732086e-05, 'epoch': 1.29}
{'loss': 0.2907, 'grad_norm': 1.402313470840454, 'learning_rate': 1.5816647360582494e-05, 'epoch': 1.29}
{'loss': 0.242, 'grad_norm': 1.6228859424591064, 'learning_rate': 1.58000992884329e-05, 'epoch': 1.3}
{'loss': 0.2163, 'grad_norm': 2.00241756439209, 'learning_rate': 1.5783551216283305e-05, 'epoch': 1.3}
{'loss': 0.3138, 'grad_norm': 5.148696422576904, 'learning_rate': 1.576700314413371e-05, 'epoch': 1.31}
{'loss': 0.3068, 'grad_norm': 2.363438844680786, 'learning_rate': 1.5750455071984114e-05, 'epoch': 1.31}
{'loss': 0.1835, 'grad_norm': 2.850926399230957, 'learning_rate': 1.573390699983452e-05, 'epoch': 1.32}
{'loss': 0.1934, 'grad_norm': 2.4168429374694824, 'learning_rate': 1.5717358927684925e-05, 'epoch': 1.32}
{'loss': 0.2093, 'grad_norm': 3.256575107574463, 'learning_rate': 1.570081085553533e-05, 'epoch': 1.33}
{'eval_loss': 0.261550635099411, 'eval_accuracy': 0.9136618498427315, 'eval_precision': 0.654372055613007, 'eval_recall': 0.717073784940821, 'eval_f1': 0.6842895764493843, 'eval_runtime': 6.3166, 'eval_samples_per_second': 642.913, 'eval_steps_per_second': 80.423, 'epoch': 1.33}
{'loss': 0.2321, 'grad_norm': 0.4143919348716736, 'learning_rate': 1.5684262783385737e-05, 'epoch': 1.33}
{'loss': 0.181, 'grad_norm': 2.622370481491089, 'learning_rate': 1.566771471123614e-05, 'epoch': 1.34}
{'loss': 0.2286, 'grad_norm': 3.622185468673706, 'learning_rate': 1.565116663908655e-05, 'epoch': 1.34}
{'loss': 0.2337, 'grad_norm': 3.184549570083618, 'learning_rate': 1.5634618566936953e-05, 'epoch': 1.35}
{'loss': 0.1981, 'grad_norm': 4.980523586273193, 'learning_rate': 1.5618070494787357e-05, 'epoch': 1.35}
{'loss': 0.1911, 'grad_norm': 2.9311771392822266, 'learning_rate': 1.5601522422637765e-05, 'epoch': 1.36}
{'loss': 0.2899, 'grad_norm': 2.3970847129821777, 'learning_rate': 1.558497435048817e-05, 'epoch': 1.36}
{'loss': 0.2656, 'grad_norm': 3.192270517349243, 'learning_rate': 1.5568426278338577e-05, 'epoch': 1.37}
{'loss': 0.2177, 'grad_norm': 2.8314905166625977, 'learning_rate': 1.555187820618898e-05, 'epoch': 1.37}
{'loss': 0.1844, 'grad_norm': 3.081174850463867, 'learning_rate': 1.5535330134039385e-05, 'epoch': 1.38}
{'eval_loss': 0.2484562247991562, 'eval_accuracy': 0.9190408898208506, 'eval_precision': 0.6812952200213498, 'eval_recall': 0.7232435154872828, 'eval_f1': 0.7016429487571001, 'eval_runtime': 6.3652, 'eval_samples_per_second': 638.003, 'eval_steps_per_second': 79.809, 'epoch': 1.38}
{'loss': 0.2256, 'grad_norm': 1.7870620489120483, 'learning_rate': 1.5518782061889792e-05, 'epoch': 1.38}
{'loss': 0.1961, 'grad_norm': 2.2256007194519043, 'learning_rate': 1.5502233989740197e-05, 'epoch': 1.39}
{'loss': 0.2355, 'grad_norm': 2.1675565242767334, 'learning_rate': 1.5485685917590604e-05, 'epoch': 1.39}
{'loss': 0.2382, 'grad_norm': 3.424478530883789, 'learning_rate': 1.546913784544101e-05, 'epoch': 1.4}
{'loss': 0.2189, 'grad_norm': 3.7929251194000244, 'learning_rate': 1.5452589773291413e-05, 'epoch': 1.4}
{'loss': 0.1295, 'grad_norm': 3.4128503799438477, 'learning_rate': 1.5436041701141817e-05, 'epoch': 1.41}
{'loss': 0.2167, 'grad_norm': 3.96112060546875, 'learning_rate': 1.5419493628992224e-05, 'epoch': 1.41}
{'loss': 0.1704, 'grad_norm': 2.5616984367370605, 'learning_rate': 1.540294555684263e-05, 'epoch': 1.42}
{'loss': 0.1877, 'grad_norm': 1.4163832664489746, 'learning_rate': 1.5386397484693033e-05, 'epoch': 1.42}
{'loss': 0.2777, 'grad_norm': 2.7278330326080322, 'learning_rate': 1.536984941254344e-05, 'epoch': 1.43}
{'eval_loss': 0.24788165092468262, 'eval_accuracy': 0.9219431402045251, 'eval_precision': 0.6954941860465116, 'eval_recall': 0.7229916897506925, 'eval_f1': 0.7089764168415854, 'eval_runtime': 6.3317, 'eval_samples_per_second': 641.374, 'eval_steps_per_second': 80.231, 'epoch': 1.43}
{'loss': 0.2168, 'grad_norm': 1.2358773946762085, 'learning_rate': 1.5353301340393844e-05, 'epoch': 1.43}
{'loss': 0.2658, 'grad_norm': 2.4327611923217773, 'learning_rate': 1.5336753268244252e-05, 'epoch': 1.44}
{'loss': 0.2305, 'grad_norm': 4.896069526672363, 'learning_rate': 1.5320205196094656e-05, 'epoch': 1.44}
{'loss': 0.2048, 'grad_norm': 3.9536116123199463, 'learning_rate': 1.530365712394506e-05, 'epoch': 1.45}
{'loss': 0.2453, 'grad_norm': 6.025420188903809, 'learning_rate': 1.5287109051795468e-05, 'epoch': 1.45}
{'loss': 0.1511, 'grad_norm': 1.374936580657959, 'learning_rate': 1.5270560979645872e-05, 'epoch': 1.46}
{'loss': 0.2313, 'grad_norm': 3.8153364658355713, 'learning_rate': 1.5254012907496278e-05, 'epoch': 1.46}
{'loss': 0.1693, 'grad_norm': 3.1814327239990234, 'learning_rate': 1.5237464835346682e-05, 'epoch': 1.47}
{'loss': 0.1808, 'grad_norm': 5.982012748718262, 'learning_rate': 1.522091676319709e-05, 'epoch': 1.47}
{'loss': 0.2643, 'grad_norm': 3.5829153060913086, 'learning_rate': 1.5204368691047495e-05, 'epoch': 1.48}
{'eval_loss': 0.24790562689304352, 'eval_accuracy': 0.9204844174985944, 'eval_precision': 0.6816858772848993, 'eval_recall': 0.7372198438680433, 'eval_f1': 0.7083661000544432, 'eval_runtime': 6.4542, 'eval_samples_per_second': 629.2, 'eval_steps_per_second': 78.708, 'epoch': 1.48}
{'loss': 0.222, 'grad_norm': 2.1510913372039795, 'learning_rate': 1.51878206188979e-05, 'epoch': 1.48}
{'loss': 0.1859, 'grad_norm': 6.877769470214844, 'learning_rate': 1.5171272546748305e-05, 'epoch': 1.49}
{'loss': 0.1628, 'grad_norm': 3.1966371536254883, 'learning_rate': 1.515472447459871e-05, 'epoch': 1.49}
{'loss': 0.2568, 'grad_norm': 5.216365814208984, 'learning_rate': 1.5138176402449115e-05, 'epoch': 1.5}
{'loss': 0.2211, 'grad_norm': 1.7629421949386597, 'learning_rate': 1.512162833029952e-05, 'epoch': 1.5}
{'loss': 0.2391, 'grad_norm': 5.5147705078125, 'learning_rate': 1.5105080258149927e-05, 'epoch': 1.51}
{'loss': 0.2118, 'grad_norm': 3.245255947113037, 'learning_rate': 1.5088532186000333e-05, 'epoch': 1.51}
{'loss': 0.3016, 'grad_norm': 2.7516772747039795, 'learning_rate': 1.5071984113850737e-05, 'epoch': 1.52}
{'loss': 0.227, 'grad_norm': 2.1770262718200684, 'learning_rate': 1.5055436041701143e-05, 'epoch': 1.52}
{'loss': 0.1363, 'grad_norm': 2.3355746269226074, 'learning_rate': 1.5038887969551547e-05, 'epoch': 1.53}
{'eval_loss': 0.24829526245594025, 'eval_accuracy': 0.9220495054018325, 'eval_precision': 0.7193325511667319, 'eval_recall': 0.6947872072525813, 'eval_f1': 0.7068468583872415, 'eval_runtime': 6.3368, 'eval_samples_per_second': 640.855, 'eval_steps_per_second': 80.166, 'epoch': 1.53}
{'loss': 0.1552, 'grad_norm': 2.1718268394470215, 'learning_rate': 1.5022339897401955e-05, 'epoch': 1.53}
{'loss': 0.2176, 'grad_norm': 3.2107412815093994, 'learning_rate': 1.5005791825252359e-05, 'epoch': 1.54}
{'loss': 0.178, 'grad_norm': 3.061265707015991, 'learning_rate': 1.4989243753102765e-05, 'epoch': 1.54}
{'loss': 0.2135, 'grad_norm': 1.2935312986373901, 'learning_rate': 1.497269568095317e-05, 'epoch': 1.55}
{'loss': 0.2384, 'grad_norm': 3.7015419006347656, 'learning_rate': 1.4956147608803575e-05, 'epoch': 1.55}
{'loss': 0.1914, 'grad_norm': 3.38582706451416, 'learning_rate': 1.493959953665398e-05, 'epoch': 1.56}
{'loss': 0.2726, 'grad_norm': 5.946018695831299, 'learning_rate': 1.4923051464504385e-05, 'epoch': 1.56}
{'loss': 0.1633, 'grad_norm': 1.8784009218215942, 'learning_rate': 1.4906503392354792e-05, 'epoch': 1.57}
{'loss': 0.205, 'grad_norm': 2.134392499923706, 'learning_rate': 1.4889955320205198e-05, 'epoch': 1.57}
{'loss': 0.241, 'grad_norm': 4.754325866699219, 'learning_rate': 1.4873407248055602e-05, 'epoch': 1.58}
{'eval_loss': 0.24410268664360046, 'eval_accuracy': 0.921608849584416, 'eval_precision': 0.6805070946731798, 'eval_recall': 0.7367161923948627, 'eval_f1': 0.7074969770253929, 'eval_runtime': 6.3401, 'eval_samples_per_second': 640.529, 'eval_steps_per_second': 80.125, 'epoch': 1.58}
{'loss': 0.2742, 'grad_norm': 3.419001817703247, 'learning_rate': 1.4856859175906008e-05, 'epoch': 1.58}
{'loss': 0.1582, 'grad_norm': 3.9600183963775635, 'learning_rate': 1.4840311103756412e-05, 'epoch': 1.59}
{'loss': 0.3355, 'grad_norm': 3.7848780155181885, 'learning_rate': 1.482376303160682e-05, 'epoch': 1.59}
{'loss': 0.2033, 'grad_norm': 3.017199754714966, 'learning_rate': 1.4807214959457224e-05, 'epoch': 1.6}
{'loss': 0.1562, 'grad_norm': 3.880218505859375, 'learning_rate': 1.479066688730763e-05, 'epoch': 1.6}
{'loss': 0.1773, 'grad_norm': 2.94407057762146, 'learning_rate': 1.4774118815158036e-05, 'epoch': 1.61}
{'loss': 0.154, 'grad_norm': 2.5276436805725098, 'learning_rate': 1.475757074300844e-05, 'epoch': 1.61}
{'loss': 0.1904, 'grad_norm': 2.1785550117492676, 'learning_rate': 1.4741022670858846e-05, 'epoch': 1.61}
{'loss': 0.1831, 'grad_norm': 5.99119758605957, 'learning_rate': 1.472447459870925e-05, 'epoch': 1.62}
{'loss': 0.2361, 'grad_norm': 6.009463310241699, 'learning_rate': 1.4707926526559658e-05, 'epoch': 1.62}
{'eval_loss': 0.25151216983795166, 'eval_accuracy': 0.9194359605537068, 'eval_precision': 0.68047197640118, 'eval_recall': 0.726139511458071, 'eval_f1': 0.7025644149357373, 'eval_runtime': 6.3271, 'eval_samples_per_second': 641.84, 'eval_steps_per_second': 80.289, 'epoch': 1.62}
{'loss': 0.2092, 'grad_norm': 2.868518590927124, 'learning_rate': 1.4691378454410064e-05, 'epoch': 1.63}
{'loss': 0.1956, 'grad_norm': 2.479027509689331, 'learning_rate': 1.4674830382260468e-05, 'epoch': 1.63}
{'loss': 0.1957, 'grad_norm': 2.132537603378296, 'learning_rate': 1.4658282310110874e-05, 'epoch': 1.64}
{'loss': 0.2164, 'grad_norm': 4.729836940765381, 'learning_rate': 1.4641734237961278e-05, 'epoch': 1.64}
{'loss': 0.2154, 'grad_norm': 3.148937225341797, 'learning_rate': 1.4625186165811685e-05, 'epoch': 1.65}
{'loss': 0.1825, 'grad_norm': 2.8819737434387207, 'learning_rate': 1.460863809366209e-05, 'epoch': 1.65}
{'loss': 0.2758, 'grad_norm': 3.808023691177368, 'learning_rate': 1.4592090021512495e-05, 'epoch': 1.66}
{'loss': 0.1966, 'grad_norm': 0.8433361649513245, 'learning_rate': 1.4575541949362901e-05, 'epoch': 1.66}
{'loss': 0.2713, 'grad_norm': 2.127523183822632, 'learning_rate': 1.4558993877213305e-05, 'epoch': 1.67}
{'loss': 0.199, 'grad_norm': 1.3029334545135498, 'learning_rate': 1.4542445805063711e-05, 'epoch': 1.67}
{'eval_loss': 0.23915934562683105, 'eval_accuracy': 0.92262691647293, 'eval_precision': 0.6983067016455998, 'eval_recall': 0.7373457567363385, 'eval_f1': 0.7172954434100931, 'eval_runtime': 6.3036, 'eval_samples_per_second': 644.238, 'eval_steps_per_second': 80.589, 'epoch': 1.67}
{'loss': 0.2313, 'grad_norm': 2.6743156909942627, 'learning_rate': 1.4525897732914115e-05, 'epoch': 1.68}
{'loss': 0.2342, 'grad_norm': 2.327576160430908, 'learning_rate': 1.4509349660764523e-05, 'epoch': 1.68}
{'loss': 0.1937, 'grad_norm': 2.9370148181915283, 'learning_rate': 1.4492801588614927e-05, 'epoch': 1.69}
{'loss': 0.1799, 'grad_norm': 2.7136130332946777, 'learning_rate': 1.4476253516465333e-05, 'epoch': 1.69}
{'loss': 0.1792, 'grad_norm': 2.530543804168701, 'learning_rate': 1.4459705444315739e-05, 'epoch': 1.7}
{'loss': 0.2546, 'grad_norm': 3.1712565422058105, 'learning_rate': 1.4443157372166143e-05, 'epoch': 1.7}
{'loss': 0.1812, 'grad_norm': 2.3534345626831055, 'learning_rate': 1.442660930001655e-05, 'epoch': 1.71}
{'loss': 0.2438, 'grad_norm': 2.334459066390991, 'learning_rate': 1.4410061227866953e-05, 'epoch': 1.71}
{'loss': 0.2263, 'grad_norm': 4.107189178466797, 'learning_rate': 1.439351315571736e-05, 'epoch': 1.72}
{'loss': 0.2223, 'grad_norm': 4.522590637207031, 'learning_rate': 1.4376965083567766e-05, 'epoch': 1.72}
{'eval_loss': 0.24411089718341827, 'eval_accuracy': 0.9204388324140341, 'eval_precision': 0.6771483709842206, 'eval_recall': 0.7510702593805086, 'eval_f1': 0.7121962867888484, 'eval_runtime': 6.3399, 'eval_samples_per_second': 640.55, 'eval_steps_per_second': 80.128, 'epoch': 1.72}
{'loss': 0.2274, 'grad_norm': 3.0174312591552734, 'learning_rate': 1.436041701141817e-05, 'epoch': 1.73}
{'loss': 0.1394, 'grad_norm': 1.5204678773880005, 'learning_rate': 1.4343868939268576e-05, 'epoch': 1.73}
{'loss': 0.1901, 'grad_norm': 1.9357094764709473, 'learning_rate': 1.432732086711898e-05, 'epoch': 1.74}
{'loss': 0.1945, 'grad_norm': 9.27607250213623, 'learning_rate': 1.4310772794969388e-05, 'epoch': 1.74}
{'loss': 0.2498, 'grad_norm': 2.292113780975342, 'learning_rate': 1.4294224722819792e-05, 'epoch': 1.75}
{'loss': 0.1743, 'grad_norm': 2.171576976776123, 'learning_rate': 1.4277676650670198e-05, 'epoch': 1.75}
{'loss': 0.1828, 'grad_norm': 4.237982273101807, 'learning_rate': 1.4261128578520604e-05, 'epoch': 1.76}
{'loss': 0.1757, 'grad_norm': 2.6922318935394287, 'learning_rate': 1.4244580506371008e-05, 'epoch': 1.76}
{'loss': 0.2802, 'grad_norm': 2.419198513031006, 'learning_rate': 1.4228032434221414e-05, 'epoch': 1.77}
{'loss': 0.2175, 'grad_norm': 1.3473212718963623, 'learning_rate': 1.4211484362071818e-05, 'epoch': 1.77}
{'eval_loss': 0.2481415569782257, 'eval_accuracy': 0.9182203582987647, 'eval_precision': 0.6692833912750925, 'eval_recall': 0.7514479979853941, 'eval_f1': 0.7079897977341479, 'eval_runtime': 6.3351, 'eval_samples_per_second': 641.035, 'eval_steps_per_second': 80.189, 'epoch': 1.77}
{'loss': 0.2025, 'grad_norm': 2.347430467605591, 'learning_rate': 1.4194936289922226e-05, 'epoch': 1.78}
{'loss': 0.2227, 'grad_norm': 4.144757270812988, 'learning_rate': 1.4178388217772632e-05, 'epoch': 1.78}
{'loss': 0.2459, 'grad_norm': 4.180948257446289, 'learning_rate': 1.4161840145623036e-05, 'epoch': 1.79}
