cuda
FULL Dataset: (20305, 4)
TRAIN Dataset: (16244, 4)
TEST Dataset: (4061, 4)
tensor(3.0266, device='cuda:0', grad_fn=<NllLossBackward0>)
{'loss': 0.2394, 'grad_norm': 1.7709541320800781, 'learning_rate': 1.4263307191723679e-05, 'epoch': 0.9}
{'loss': 0.2531, 'grad_norm': 3.982269525527954, 'learning_rate': 1.4229934924078092e-05, 'epoch': 0.9}
{'loss': 0.2418, 'grad_norm': 2.1286427974700928, 'learning_rate': 1.4196562656432506e-05, 'epoch': 0.91}
{'loss': 0.2186, 'grad_norm': 1.9367972612380981, 'learning_rate': 1.4163190388786918e-05, 'epoch': 0.91}
{'loss': 0.2553, 'grad_norm': 2.0922231674194336, 'learning_rate': 1.4129818121141331e-05, 'epoch': 0.92}
{'loss': 0.2524, 'grad_norm': 2.7186214923858643, 'learning_rate': 1.4096445853495747e-05, 'epoch': 0.92}
{'loss': 0.3626, 'grad_norm': 2.004251003265381, 'learning_rate': 1.406307358585016e-05, 'epoch': 0.93}
{'loss': 0.2257, 'grad_norm': 2.6444406509399414, 'learning_rate': 1.4029701318204574e-05, 'epoch': 0.93}
{'loss': 0.2254, 'grad_norm': 4.274311065673828, 'learning_rate': 1.3996329050558988e-05, 'epoch': 0.94}
{'eval_loss': 0.24169588088989258, 'eval_accuracy': 0.9214871614706646, 'eval_precision': 0.6986640277090549, 'eval_recall': 0.7190324633991089, 'eval_f1': 0.7087019260932303, 'eval_runtime': 4.1952, 'eval_samples_per_second': 968.007, 'eval_steps_per_second': 121.09, 'epoch': 0.94}
{'loss': 0.3064, 'grad_norm': 3.1385021209716797, 'learning_rate': 1.39629567829134e-05, 'epoch': 0.94}
{'loss': 0.2821, 'grad_norm': 5.012211799621582, 'learning_rate': 1.3929584515267813e-05, 'epoch': 0.95}
{'loss': 0.2376, 'grad_norm': 2.1787285804748535, 'learning_rate': 1.3896212247622227e-05, 'epoch': 0.95}
{'loss': 0.2717, 'grad_norm': 1.9525816440582275, 'learning_rate': 1.386283997997664e-05, 'epoch': 0.96}
{'loss': 0.2472, 'grad_norm': 2.4913103580474854, 'learning_rate': 1.3829467712331054e-05, 'epoch': 0.96}
{'loss': 0.2749, 'grad_norm': 2.1041297912597656, 'learning_rate': 1.3796095444685466e-05, 'epoch': 0.97}
{'loss': 0.1335, 'grad_norm': 2.037830352783203, 'learning_rate': 1.376272317703988e-05, 'epoch': 0.97}
{'loss': 0.2673, 'grad_norm': 2.2767083644866943, 'learning_rate': 1.3729350909394294e-05, 'epoch': 0.97}
{'loss': 0.2419, 'grad_norm': 2.2648091316223145, 'learning_rate': 1.3695978641748709e-05, 'epoch': 0.98}
{'loss': 0.1821, 'grad_norm': 1.7173188924789429, 'learning_rate': 1.3662606374103123e-05, 'epoch': 0.98}
{'eval_loss': 0.23973262310028076, 'eval_accuracy': 0.9222050804221974, 'eval_precision': 0.6912250642516216, 'eval_recall': 0.7190324633991089, 'eval_f1': 0.7048546112567079, 'eval_runtime': 4.1921, 'eval_samples_per_second': 968.717, 'eval_steps_per_second': 121.179, 'epoch': 0.98}
{'loss': 0.297, 'grad_norm': 1.5465165376663208, 'learning_rate': 1.3629234106457535e-05, 'epoch': 0.99}
{'loss': 0.1849, 'grad_norm': 2.5686473846435547, 'learning_rate': 1.3595861838811948e-05, 'epoch': 0.99}
{'loss': 0.2301, 'grad_norm': 3.744854688644409, 'learning_rate': 1.3562489571166362e-05, 'epoch': 1.0}
{'loss': 0.16, 'grad_norm': 1.55943763256073, 'learning_rate': 1.3529117303520776e-05, 'epoch': 1.0}
{'loss': 0.2375, 'grad_norm': 3.3194806575775146, 'learning_rate': 1.349574503587519e-05, 'epoch': 1.01}
{'loss': 0.1871, 'grad_norm': 2.4681856632232666, 'learning_rate': 1.3462372768229601e-05, 'epoch': 1.01}
{'loss': 0.1648, 'grad_norm': 1.9556957483291626, 'learning_rate': 1.3429000500584015e-05, 'epoch': 1.02}
{'loss': 0.2456, 'grad_norm': 2.913224458694458, 'learning_rate': 1.3395628232938429e-05, 'epoch': 1.02}
{'loss': 0.1876, 'grad_norm': 2.569197416305542, 'learning_rate': 1.3362255965292842e-05, 'epoch': 1.03}
{'loss': 0.2343, 'grad_norm': 2.8241593837738037, 'learning_rate': 1.3328883697647258e-05, 'epoch': 1.03}
{'eval_loss': 0.24185186624526978, 'eval_accuracy': 0.9232895962851513, 'eval_precision': 0.7023336643495531, 'eval_recall': 0.7203055378739657, 'eval_f1': 0.7112060838413676, 'eval_runtime': 4.1958, 'eval_samples_per_second': 967.866, 'eval_steps_per_second': 121.073, 'epoch': 1.03}
{'loss': 0.1669, 'grad_norm': 1.8117666244506836, 'learning_rate': 1.3295511430001671e-05, 'epoch': 1.04}
{'loss': 0.1974, 'grad_norm': 3.387402057647705, 'learning_rate': 1.3262139162356082e-05, 'epoch': 1.04}
{'loss': 0.2315, 'grad_norm': 4.807162284851074, 'learning_rate': 1.3228766894710497e-05, 'epoch': 1.05}
{'loss': 0.2153, 'grad_norm': 1.9481918811798096, 'learning_rate': 1.319539462706491e-05, 'epoch': 1.05}
{'loss': 0.1683, 'grad_norm': 2.789769411087036, 'learning_rate': 1.3162022359419324e-05, 'epoch': 1.06}
{'loss': 0.1445, 'grad_norm': 2.420283317565918, 'learning_rate': 1.3128650091773738e-05, 'epoch': 1.06}
{'loss': 0.1343, 'grad_norm': 1.860633134841919, 'learning_rate': 1.309527782412815e-05, 'epoch': 1.07}
{'loss': 0.1869, 'grad_norm': 4.0134453773498535, 'learning_rate': 1.3061905556482564e-05, 'epoch': 1.07}
{'loss': 0.1785, 'grad_norm': 1.776794195175171, 'learning_rate': 1.3028533288836977e-05, 'epoch': 1.08}
{'loss': 0.1683, 'grad_norm': 2.3238229751586914, 'learning_rate': 1.2995161021191391e-05, 'epoch': 1.08}
{'eval_loss': 0.2514677941799164, 'eval_accuracy': 0.9204331953503292, 'eval_precision': 0.683465322774178, 'eval_recall': 0.7251432208784214, 'eval_f1': 0.7036876891716598, 'eval_runtime': 4.1799, 'eval_samples_per_second': 971.545, 'eval_steps_per_second': 121.533, 'epoch': 1.08}
{'loss': 0.2976, 'grad_norm': 3.1007730960845947, 'learning_rate': 1.2961788753545805e-05, 'epoch': 1.09}
{'loss': 0.1979, 'grad_norm': 4.134806156158447, 'learning_rate': 1.2928416485900217e-05, 'epoch': 1.09}
{'loss': 0.1974, 'grad_norm': 3.642615795135498, 'learning_rate': 1.289504421825463e-05, 'epoch': 1.1}
{'loss': 0.2124, 'grad_norm': 2.2632431983947754, 'learning_rate': 1.2861671950609046e-05, 'epoch': 1.1}
{'loss': 0.182, 'grad_norm': 1.5921847820281982, 'learning_rate': 1.282829968296346e-05, 'epoch': 1.11}
{'loss': 0.1062, 'grad_norm': 2.174466848373413, 'learning_rate': 1.2794927415317873e-05, 'epoch': 1.11}
{'loss': 0.223, 'grad_norm': 3.4507551193237305, 'learning_rate': 1.2761555147672285e-05, 'epoch': 1.12}
{'loss': 0.2818, 'grad_norm': 2.636042833328247, 'learning_rate': 1.2728182880026699e-05, 'epoch': 1.12}
{'loss': 0.2623, 'grad_norm': 2.883829355239868, 'learning_rate': 1.2694810612381112e-05, 'epoch': 1.13}
{'loss': 0.2485, 'grad_norm': 3.2149550914764404, 'learning_rate': 1.2661438344735526e-05, 'epoch': 1.13}
{'eval_loss': 0.23831675946712494, 'eval_accuracy': 0.9235187193547895, 'eval_precision': 0.7124858258787955, 'eval_recall': 0.7199236155315086, 'eval_f1': 0.7161854103343466, 'eval_runtime': 4.1822, 'eval_samples_per_second': 971.02, 'eval_steps_per_second': 121.467, 'epoch': 1.13}
{'loss': 0.2836, 'grad_norm': 3.875943422317505, 'learning_rate': 1.262806607708994e-05, 'epoch': 1.14}
{'loss': 0.2595, 'grad_norm': 4.076833248138428, 'learning_rate': 1.2594693809444353e-05, 'epoch': 1.14}
{'loss': 0.2867, 'grad_norm': 4.2559332847595215, 'learning_rate': 1.2561321541798765e-05, 'epoch': 1.15}
{'loss': 0.1789, 'grad_norm': 2.5256781578063965, 'learning_rate': 1.2527949274153179e-05, 'epoch': 1.15}
{'loss': 0.2016, 'grad_norm': 3.0214524269104004, 'learning_rate': 1.2494577006507593e-05, 'epoch': 1.16}
{'loss': 0.1831, 'grad_norm': 3.058936834335327, 'learning_rate': 1.2461204738862008e-05, 'epoch': 1.16}
{'loss': 0.1287, 'grad_norm': 5.988455295562744, 'learning_rate': 1.2427832471216422e-05, 'epoch': 1.17}
{'loss': 0.1996, 'grad_norm': 2.6977930068969727, 'learning_rate': 1.2394460203570834e-05, 'epoch': 1.17}
{'loss': 0.3225, 'grad_norm': 3.3458261489868164, 'learning_rate': 1.2361087935925247e-05, 'epoch': 1.18}
{'loss': 0.2091, 'grad_norm': 2.4469521045684814, 'learning_rate': 1.2327715668279661e-05, 'epoch': 1.18}
{'eval_loss': 0.2418539673089981, 'eval_accuracy': 0.9205706691921121, 'eval_precision': 0.6797254112912771, 'eval_recall': 0.7311266709102483, 'eval_f1': 0.7044896957801767, 'eval_runtime': 4.1935, 'eval_samples_per_second': 968.403, 'eval_steps_per_second': 121.14, 'epoch': 1.18}
{'loss': 0.126, 'grad_norm': 2.496220827102661, 'learning_rate': 1.2294343400634075e-05, 'epoch': 1.19}
{'loss': 0.3384, 'grad_norm': 2.8651652336120605, 'learning_rate': 1.2260971132988488e-05, 'epoch': 1.19}
{'loss': 0.2384, 'grad_norm': 3.2476961612701416, 'learning_rate': 1.22275988653429e-05, 'epoch': 1.2}
{'loss': 0.2099, 'grad_norm': 2.1491074562072754, 'learning_rate': 1.2194226597697314e-05, 'epoch': 1.2}
{'loss': 0.2645, 'grad_norm': 2.6904380321502686, 'learning_rate': 1.2160854330051727e-05, 'epoch': 1.21}
{'loss': 0.2284, 'grad_norm': 3.4375336170196533, 'learning_rate': 1.2127482062406141e-05, 'epoch': 1.21}
{'loss': 0.2292, 'grad_norm': 3.737067222595215, 'learning_rate': 1.2094109794760557e-05, 'epoch': 1.22}
{'loss': 0.133, 'grad_norm': 2.627146005630493, 'learning_rate': 1.2060737527114967e-05, 'epoch': 1.22}
{'loss': 0.2537, 'grad_norm': 3.0796689987182617, 'learning_rate': 1.202736525946938e-05, 'epoch': 1.23}
{'loss': 0.24, 'grad_norm': 5.357768535614014, 'learning_rate': 1.1993992991823796e-05, 'epoch': 1.23}
{'eval_loss': 0.23702453076839447, 'eval_accuracy': 0.9223883788779079, 'eval_precision': 0.7053849023753265, 'eval_recall': 0.7220878421387651, 'eval_f1': 0.7136386512330146, 'eval_runtime': 4.1743, 'eval_samples_per_second': 972.864, 'eval_steps_per_second': 121.698, 'epoch': 1.23}
{'loss': 0.1641, 'grad_norm': 3.2677500247955322, 'learning_rate': 1.196062072417821e-05, 'epoch': 1.24}
{'loss': 0.241, 'grad_norm': 2.977977752685547, 'learning_rate': 1.1927248456532623e-05, 'epoch': 1.24}
{'loss': 0.1618, 'grad_norm': 3.2551536560058594, 'learning_rate': 1.1893876188887037e-05, 'epoch': 1.25}
{'loss': 0.1475, 'grad_norm': 2.1896770000457764, 'learning_rate': 1.1860503921241449e-05, 'epoch': 1.25}
{'loss': 0.2444, 'grad_norm': 3.2372941970825195, 'learning_rate': 1.1827131653595862e-05, 'epoch': 1.26}
{'loss': 0.199, 'grad_norm': 4.305312633514404, 'learning_rate': 1.1793759385950276e-05, 'epoch': 1.26}
{'loss': 0.1785, 'grad_norm': 2.3656206130981445, 'learning_rate': 1.176038711830469e-05, 'epoch': 1.27}
{'loss': 0.2279, 'grad_norm': 4.404744625091553, 'learning_rate': 1.1727014850659103e-05, 'epoch': 1.27}
{'loss': 0.2299, 'grad_norm': 0.7473500370979309, 'learning_rate': 1.1693642583013515e-05, 'epoch': 1.28}
{'loss': 0.2265, 'grad_norm': 4.345095634460449, 'learning_rate': 1.1660270315367929e-05, 'epoch': 1.28}
{'eval_loss': 0.2354106605052948, 'eval_accuracy': 0.9247865336734538, 'eval_precision': 0.7077262152565201, 'eval_recall': 0.7358370464672184, 'eval_f1': 0.7215079266009238, 'eval_runtime': 4.1671, 'eval_samples_per_second': 974.539, 'eval_steps_per_second': 121.907, 'epoch': 1.28}
{'loss': 0.1865, 'grad_norm': 0.947449803352356, 'learning_rate': 1.1626898047722344e-05, 'epoch': 1.29}
{'loss': 0.2181, 'grad_norm': 2.2824625968933105, 'learning_rate': 1.1593525780076758e-05, 'epoch': 1.29}
{'loss': 0.3104, 'grad_norm': 2.1181955337524414, 'learning_rate': 1.1560153512431172e-05, 'epoch': 1.29}
{'loss': 0.2142, 'grad_norm': 1.3807485103607178, 'learning_rate': 1.1526781244785584e-05, 'epoch': 1.3}
{'loss': 0.1911, 'grad_norm': 2.0249545574188232, 'learning_rate': 1.1493408977139997e-05, 'epoch': 1.3}
{'loss': 0.292, 'grad_norm': 4.560107231140137, 'learning_rate': 1.1460036709494411e-05, 'epoch': 1.31}
{'loss': 0.2929, 'grad_norm': 3.3401691913604736, 'learning_rate': 1.1426664441848825e-05, 'epoch': 1.31}
{'loss': 0.1881, 'grad_norm': 3.6588921546936035, 'learning_rate': 1.1393292174203238e-05, 'epoch': 1.32}
{'loss': 0.2131, 'grad_norm': 3.1036839485168457, 'learning_rate': 1.135991990655765e-05, 'epoch': 1.32}
{'loss': 0.2017, 'grad_norm': 4.003681659698486, 'learning_rate': 1.1326547638912064e-05, 'epoch': 1.33}
{'eval_loss': 0.23467594385147095, 'eval_accuracy': 0.9222967296500527, 'eval_precision': 0.6917498811222064, 'eval_recall': 0.7408020369191598, 'eval_f1': 0.7154361590951006, 'eval_runtime': 4.162, 'eval_samples_per_second': 975.724, 'eval_steps_per_second': 122.056, 'epoch': 1.33}
{'loss': 0.2062, 'grad_norm': 0.41744446754455566, 'learning_rate': 1.1293175371266478e-05, 'epoch': 1.33}
{'loss': 0.1996, 'grad_norm': 3.419428825378418, 'learning_rate': 1.1259803103620891e-05, 'epoch': 1.34}
{'loss': 0.2468, 'grad_norm': 3.469973564147949, 'learning_rate': 1.1226430835975307e-05, 'epoch': 1.34}
{'loss': 0.2292, 'grad_norm': 3.150052547454834, 'learning_rate': 1.119305856832972e-05, 'epoch': 1.35}
{'loss': 0.1611, 'grad_norm': 3.118396759033203, 'learning_rate': 1.1159686300684132e-05, 'epoch': 1.35}
{'loss': 0.1832, 'grad_norm': 3.979168176651001, 'learning_rate': 1.1126314033038546e-05, 'epoch': 1.36}
{'loss': 0.2789, 'grad_norm': 1.4489079713821411, 'learning_rate': 1.109294176539296e-05, 'epoch': 1.36}
{'loss': 0.2326, 'grad_norm': 2.613339900970459, 'learning_rate': 1.1059569497747373e-05, 'epoch': 1.37}
{'loss': 0.2198, 'grad_norm': 2.37980055809021, 'learning_rate': 1.1026197230101787e-05, 'epoch': 1.37}
{'loss': 0.1913, 'grad_norm': 2.909733295440674, 'learning_rate': 1.0992824962456199e-05, 'epoch': 1.38}
{'eval_loss': 0.2344353348016739, 'eval_accuracy': 0.9228008004032566, 'eval_precision': 0.6859611742424242, 'eval_recall': 0.7377466581795035, 'eval_f1': 0.7109121020671042, 'eval_runtime': 4.1786, 'eval_samples_per_second': 971.856, 'eval_steps_per_second': 121.572, 'epoch': 1.38}
{'loss': 0.1999, 'grad_norm': 1.666194200515747, 'learning_rate': 1.0959452694810613e-05, 'epoch': 1.38}
{'loss': 0.1878, 'grad_norm': 2.651838779449463, 'learning_rate': 1.0926080427165026e-05, 'epoch': 1.39}
{'loss': 0.2192, 'grad_norm': 2.111543893814087, 'learning_rate': 1.089270815951944e-05, 'epoch': 1.39}
{'loss': 0.2179, 'grad_norm': 1.659835934638977, 'learning_rate': 1.0859335891873855e-05, 'epoch': 1.4}
{'loss': 0.2092, 'grad_norm': 3.648245334625244, 'learning_rate': 1.0825963624228266e-05, 'epoch': 1.4}
{'loss': 0.1398, 'grad_norm': 1.9016435146331787, 'learning_rate': 1.079259135658268e-05, 'epoch': 1.41}
{'loss': 0.2154, 'grad_norm': 4.791537284851074, 'learning_rate': 1.0759219088937095e-05, 'epoch': 1.41}
{'loss': 0.174, 'grad_norm': 5.730619430541992, 'learning_rate': 1.0725846821291508e-05, 'epoch': 1.42}
{'loss': 0.1591, 'grad_norm': 1.7273985147476196, 'learning_rate': 1.0692474553645922e-05, 'epoch': 1.42}
{'loss': 0.2636, 'grad_norm': 3.202390670776367, 'learning_rate': 1.0659102286000336e-05, 'epoch': 1.43}
{'eval_loss': 0.2341049313545227, 'eval_accuracy': 0.9251378557135657, 'eval_precision': 0.7026049204052098, 'eval_recall': 0.7416931890515596, 'eval_f1': 0.7216201151916765, 'eval_runtime': 4.1747, 'eval_samples_per_second': 972.76, 'eval_steps_per_second': 121.685, 'epoch': 1.43}
{'loss': 0.2118, 'grad_norm': 1.7671252489089966, 'learning_rate': 1.0625730018354748e-05, 'epoch': 1.43}
{'loss': 0.2536, 'grad_norm': 2.058250665664673, 'learning_rate': 1.0592357750709161e-05, 'epoch': 1.44}
{'loss': 0.1957, 'grad_norm': 2.5025274753570557, 'learning_rate': 1.0558985483063575e-05, 'epoch': 1.44}
{'loss': 0.1988, 'grad_norm': 4.000082492828369, 'learning_rate': 1.0525613215417989e-05, 'epoch': 1.45}
{'loss': 0.2254, 'grad_norm': 6.439458847045898, 'learning_rate': 1.0492240947772402e-05, 'epoch': 1.45}
{'loss': 0.1432, 'grad_norm': 1.652000904083252, 'learning_rate': 1.0458868680126814e-05, 'epoch': 1.46}
{'loss': 0.2301, 'grad_norm': 3.6453747749328613, 'learning_rate': 1.0425496412481228e-05, 'epoch': 1.46}
{'loss': 0.1486, 'grad_norm': 3.9917666912078857, 'learning_rate': 1.0392124144835643e-05, 'epoch': 1.47}
{'loss': 0.175, 'grad_norm': 6.123546123504639, 'learning_rate': 1.0358751877190057e-05, 'epoch': 1.47}
{'loss': 0.2651, 'grad_norm': 3.221074342727661, 'learning_rate': 1.032537960954447e-05, 'epoch': 1.48}
{'eval_loss': 0.23168928921222687, 'eval_accuracy': 0.9252447798127301, 'eval_precision': 0.7108492881688758, 'eval_recall': 0.7373647358370464, 'eval_f1': 0.7238642754483534, 'eval_runtime': 4.3428, 'eval_samples_per_second': 935.11, 'eval_steps_per_second': 116.975, 'epoch': 1.48}
{'loss': 0.1911, 'grad_norm': 2.9308855533599854, 'learning_rate': 1.0292007341898883e-05, 'epoch': 1.48}
{'loss': 0.1719, 'grad_norm': 5.969850540161133, 'learning_rate': 1.0258635074253296e-05, 'epoch': 1.49}
{'loss': 0.1887, 'grad_norm': 4.191193580627441, 'learning_rate': 1.022526280660771e-05, 'epoch': 1.49}
{'loss': 0.24, 'grad_norm': 4.954443454742432, 'learning_rate': 1.0191890538962124e-05, 'epoch': 1.5}
{'loss': 0.2185, 'grad_norm': 2.516000986099243, 'learning_rate': 1.0158518271316537e-05, 'epoch': 1.5}
{'loss': 0.2084, 'grad_norm': 4.977626800537109, 'learning_rate': 1.012514600367095e-05, 'epoch': 1.51}
{'loss': 0.2209, 'grad_norm': 4.513254642486572, 'learning_rate': 1.0091773736025363e-05, 'epoch': 1.51}
{'loss': 0.2716, 'grad_norm': 2.544997453689575, 'learning_rate': 1.0058401468379776e-05, 'epoch': 1.52}
{'loss': 0.1989, 'grad_norm': 2.7453994750976562, 'learning_rate': 1.002502920073419e-05, 'epoch': 1.52}
{'loss': 0.1368, 'grad_norm': 2.543694019317627, 'learning_rate': 9.991656933088604e-06, 'epoch': 1.53}
{'eval_loss': 0.23313142359256744, 'eval_accuracy': 0.9262834710617563, 'eval_precision': 0.7323376623376623, 'eval_recall': 0.7178866963717377, 'eval_f1': 0.7250401800064288, 'eval_runtime': 4.1847, 'eval_samples_per_second': 970.434, 'eval_steps_per_second': 121.394, 'epoch': 1.53}
{'loss': 0.1639, 'grad_norm': 2.954597234725952, 'learning_rate': 9.958284665443017e-06, 'epoch': 1.53}
{'loss': 0.193, 'grad_norm': 2.9555561542510986, 'learning_rate': 9.924912397797431e-06, 'epoch': 1.54}
{'loss': 0.1631, 'grad_norm': 3.1747548580169678, 'learning_rate': 9.891540130151845e-06, 'epoch': 1.54}
{'loss': 0.1905, 'grad_norm': 1.2398487329483032, 'learning_rate': 9.858167862506258e-06, 'epoch': 1.55}
{'loss': 0.2088, 'grad_norm': 2.9920103549957275, 'learning_rate': 9.824795594860672e-06, 'epoch': 1.55}
{'loss': 0.1882, 'grad_norm': 2.4778892993927, 'learning_rate': 9.791423327215084e-06, 'epoch': 1.56}
{'loss': 0.245, 'grad_norm': 5.3425068855285645, 'learning_rate': 9.7580510595695e-06, 'epoch': 1.56}
{'loss': 0.1632, 'grad_norm': 2.3684275150299072, 'learning_rate': 9.724678791923911e-06, 'epoch': 1.57}
{'loss': 0.1526, 'grad_norm': 2.6037416458129883, 'learning_rate': 9.691306524278325e-06, 'epoch': 1.57}
{'loss': 0.2499, 'grad_norm': 4.394399166107178, 'learning_rate': 9.657934256632739e-06, 'epoch': 1.58}
{'eval_loss': 0.23371024429798126, 'eval_accuracy': 0.9255808269815327, 'eval_precision': 0.7045290291496025, 'eval_recall': 0.7446212603437301, 'eval_f1': 0.7240205483691279, 'eval_runtime': 4.1912, 'eval_samples_per_second': 968.944, 'eval_steps_per_second': 121.207, 'epoch': 1.58}
{'loss': 0.2862, 'grad_norm': 3.9950129985809326, 'learning_rate': 9.624561988987152e-06, 'epoch': 1.58}
{'loss': 0.1513, 'grad_norm': 4.24690580368042, 'learning_rate': 9.591189721341566e-06, 'epoch': 1.59}
{'loss': 0.3096, 'grad_norm': 4.026665687561035, 'learning_rate': 9.55781745369598e-06, 'epoch': 1.59}
{'loss': 0.1971, 'grad_norm': 1.8710020780563354, 'learning_rate': 9.524445186050393e-06, 'epoch': 1.6}
{'loss': 0.1754, 'grad_norm': 4.048708438873291, 'learning_rate': 9.491072918404807e-06, 'epoch': 1.6}
{'loss': 0.1904, 'grad_norm': 2.444728136062622, 'learning_rate': 9.457700650759219e-06, 'epoch': 1.61}
{'loss': 0.1587, 'grad_norm': 2.3720006942749023, 'learning_rate': 9.424328383113633e-06, 'epoch': 1.61}
{'loss': 0.1824, 'grad_norm': 2.3451716899871826, 'learning_rate': 9.390956115468048e-06, 'epoch': 1.61}
{'loss': 0.1574, 'grad_norm': 4.25490140914917, 'learning_rate': 9.35758384782246e-06, 'epoch': 1.62}
{'loss': 0.2104, 'grad_norm': 5.994413375854492, 'learning_rate': 9.324211580176874e-06, 'epoch': 1.62}
{'eval_loss': 0.23105226457118988, 'eval_accuracy': 0.9256572013380787, 'eval_precision': 0.7133710908643192, 'eval_recall': 0.7376193507320178, 'eval_f1': 0.7252926081241785, 'eval_runtime': 4.2046, 'eval_samples_per_second': 965.854, 'eval_steps_per_second': 120.821, 'epoch': 1.62}
{'loss': 0.2011, 'grad_norm': 1.6860084533691406, 'learning_rate': 9.290839312531287e-06, 'epoch': 1.63}
{'loss': 0.1656, 'grad_norm': 3.705418109893799, 'learning_rate': 9.257467044885701e-06, 'epoch': 1.63}
{'loss': 0.189, 'grad_norm': 2.293297290802002, 'learning_rate': 9.224094777240115e-06, 'epoch': 1.64}
{'loss': 0.2136, 'grad_norm': 1.9239025115966797, 'learning_rate': 9.190722509594527e-06, 'epoch': 1.64}
{'loss': 0.1774, 'grad_norm': 3.0740010738372803, 'learning_rate': 9.157350241948942e-06, 'epoch': 1.65}
{'loss': 0.184, 'grad_norm': 2.7940638065338135, 'learning_rate': 9.123977974303356e-06, 'epoch': 1.65}
{'loss': 0.2643, 'grad_norm': 4.186648368835449, 'learning_rate': 9.090605706657768e-06, 'epoch': 1.66}
{'loss': 0.1936, 'grad_norm': 0.9151486754417419, 'learning_rate': 9.057233439012181e-06, 'epoch': 1.66}
{'loss': 0.2648, 'grad_norm': 2.2721211910247803, 'learning_rate': 9.023861171366595e-06, 'epoch': 1.67}
{'loss': 0.2014, 'grad_norm': 1.8983463048934937, 'learning_rate': 8.990488903721009e-06, 'epoch': 1.67}
{'eval_loss': 0.23178035020828247, 'eval_accuracy': 0.9244657613759604, 'eval_precision': 0.6920824549074724, 'eval_recall': 0.7522597071928708, 'eval_f1': 0.7209174647715488, 'eval_runtime': 4.1915, 'eval_samples_per_second': 968.854, 'eval_steps_per_second': 121.196, 'epoch': 1.67}
{'loss': 0.2154, 'grad_norm': 1.8076295852661133, 'learning_rate': 8.957116636075422e-06, 'epoch': 1.68}
{'loss': 0.2334, 'grad_norm': 2.338386058807373, 'learning_rate': 8.923744368429836e-06, 'epoch': 1.68}
{'loss': 0.147, 'grad_norm': 2.287074089050293, 'learning_rate': 8.89037210078425e-06, 'epoch': 1.69}
{'loss': 0.1817, 'grad_norm': 2.6983563899993896, 'learning_rate': 8.856999833138662e-06, 'epoch': 1.69}
{'loss': 0.1912, 'grad_norm': 1.5918161869049072, 'learning_rate': 8.823627565493075e-06, 'epoch': 1.7}
{'loss': 0.2439, 'grad_norm': 3.9034135341644287, 'learning_rate': 8.790255297847489e-06, 'epoch': 1.7}
{'loss': 0.1664, 'grad_norm': 2.2952330112457275, 'learning_rate': 8.756883030201903e-06, 'epoch': 1.71}
{'loss': 0.2012, 'grad_norm': 1.6387265920639038, 'learning_rate': 8.723510762556316e-06, 'epoch': 1.71}
{'loss': 0.217, 'grad_norm': 5.349559783935547, 'learning_rate': 8.69013849491073e-06, 'epoch': 1.72}
{'loss': 0.1971, 'grad_norm': 4.2387871742248535, 'learning_rate': 8.656766227265144e-06, 'epoch': 1.72}
{'eval_loss': 0.22876928746700287, 'eval_accuracy': 0.9254891777536774, 'eval_precision': 0.707190332326284, 'eval_recall': 0.7450031826861871, 'eval_f1': 0.7256044637321761, 'eval_runtime': 4.1937, 'eval_samples_per_second': 968.366, 'eval_steps_per_second': 121.135, 'epoch': 1.72}
{'loss': 0.2013, 'grad_norm': 4.003059387207031, 'learning_rate': 8.623393959619557e-06, 'epoch': 1.73}
{'loss': 0.1372, 'grad_norm': 1.5104801654815674, 'learning_rate': 8.59002169197397e-06, 'epoch': 1.73}
{'loss': 0.1792, 'grad_norm': 1.1436572074890137, 'learning_rate': 8.556649424328383e-06, 'epoch': 1.74}
{'loss': 0.1667, 'grad_norm': 5.051070690155029, 'learning_rate': 8.523277156682798e-06, 'epoch': 1.74}
{'loss': 0.2466, 'grad_norm': 2.3954896926879883, 'learning_rate': 8.48990488903721e-06, 'epoch': 1.75}
{'loss': 0.1512, 'grad_norm': 2.094635009765625, 'learning_rate': 8.456532621391624e-06, 'epoch': 1.75}
{'loss': 0.1765, 'grad_norm': 3.5939104557037354, 'learning_rate': 8.423160353746038e-06, 'epoch': 1.76}
{'loss': 0.1565, 'grad_norm': 2.1944189071655273, 'learning_rate': 8.389788086100451e-06, 'epoch': 1.76}
{'loss': 0.2892, 'grad_norm': 2.7936134338378906, 'learning_rate': 8.356415818454865e-06, 'epoch': 1.77}
{'loss': 0.2012, 'grad_norm': 1.7325373888015747, 'learning_rate': 8.323043550809279e-06, 'epoch': 1.77}
{'eval_loss': 0.23277495801448822, 'eval_accuracy': 0.924435211633342, 'eval_precision': 0.6872911625763337, 'eval_recall': 0.7593889242520687, 'eval_f1': 0.7215434861497521, 'eval_runtime': 4.1717, 'eval_samples_per_second': 973.453, 'eval_steps_per_second': 121.772, 'epoch': 1.77}
{'loss': 0.1707, 'grad_norm': 2.5896522998809814, 'learning_rate': 8.289671283163692e-06, 'epoch': 1.78}
{'loss': 0.202, 'grad_norm': 4.249882698059082, 'learning_rate': 8.256299015518106e-06, 'epoch': 1.78}
{'loss': 0.2348, 'grad_norm': 3.761650562286377, 'learning_rate': 8.222926747872518e-06, 'epoch': 1.79}
